Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 5.390E-01, 2.146E+02, 6.403E+01, 1.422E+02, 3.036E+01, 2.533E+01, 1.297E+01, 5.486E-03, 7.330E+01, 3.899E+01, 1.446E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.023E+02
