Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 7.402E-01, 2.934E+02, 8.796E+01, 1.943E+02, 4.474E+01, 3.587E+01, 1.654E+01, 7.511E-03, 9.931E+01, 3.631E+01, 2.414E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.092E+02
