Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 7.513E-01, 2.895E+02, 8.690E+01, 1.917E+02, 4.383E+01, 3.606E+01, 1.649E+01, 7.236E-03, 9.790E+01, 3.904E+01, 2.582E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.022E+02
