s,C
Time,"TEMP_CENTER"
 0.0000000E+000, 2.0000000E+001
 1.1559517E-001, 2.0000000E+001
 2.3119034E-001, 1.9999992E+001
 3.4678551E-001, 1.9999971E+001
 4.6238068E-001, 2.0000039E+001
 5.5881136E-001, 2.0000091E+001
 6.1893212E-001, 2.0000128E+001
 6.7473393E-001, 2.0003352E+001
 7.3053574E-001, 2.0006597E+001
 7.8633755E-001, 2.0009860E+001
 8.3022664E-001, 2.0015912E+001
 8.6618335E-001, 2.0020909E+001
 8.9718170E-001, 2.0025258E+001
 9.2411257E-001, 2.0037121E+001
 9.5104345E-001, 2.0049066E+001
 9.7422226E-001, 2.0059429E+001
 9.9740108E-001, 2.0072083E+001
 1.0172637E+000, 2.0083039E+001
 1.0371263E+000, 2.0094120E+001
 1.0569889E+000, 2.0108737E+001
 1.0748047E+000, 2.0121997E+001
 1.0926206E+000, 2.0135394E+001
 1.1104364E+000, 2.0150263E+001
 1.1282522E+000, 2.0165299E+001
 1.1460681E+000, 2.0180246E+001
 1.1638839E+000, 2.0196875E+001
 1.1816997E+000, 2.0213835E+001
 1.1995156E+000, 2.0231330E+001
 1.2173314E+000, 2.0249930E+001
 1.2351472E+000, 2.0283483E+001
 1.2529631E+000, 2.0956605E+001
 1.2707789E+000, 3.3827130E+001
 1.2885947E+000, 7.9529514E+001
 1.3064105E+000, 1.4360699E+002
 1.3242264E+000, 1.8221511E+002
 1.3401496E+000, 2.0602913E+002
 1.3560729E+000, 2.3270792E+002
 1.3719962E+000, 2.6548962E+002
 1.3879194E+000, 3.0394521E+002
 1.4038427E+000, 3.3899683E+002
 1.4197660E+000, 3.8574502E+002
 1.4356892E+000, 4.0677468E+002
 1.4495921E+000, 4.1235900E+002
 1.4634950E+000, 3.9705088E+002
 1.4773978E+000, 3.6502397E+002
 1.4913007E+000, 3.3483716E+002
 1.5052036E+000, 3.1887571E+002
 1.5191064E+000, 2.9997601E+002
 1.5316151E+000, 2.8820422E+002
 1.5441238E+000, 2.8631523E+002
 1.5566325E+000, 2.9223484E+002
 1.5691412E+000, 2.9478087E+002
 1.5816499E+000, 2.9296449E+002
 1.5941586E+000, 2.8211726E+002
 1.6316847E+000, 2.2241089E+002
 1.6567021E+000, 1.7538458E+002
 1.6817195E+000, 1.6110205E+002
 1.7192456E+000, 2.6297039E+002
 1.7442630E+000, 4.5438458E+002
 1.7817890E+000, 4.7822660E+002
 1.8080573E+000, 4.2730821E+002
 1.8355764E+000, 3.9539569E+002
 1.8630956E+000, 4.7068950E+002
 1.8906147E+000, 5.3570363E+002
 1.9318934E+000, 5.5693480E+002
 1.9594125E+000, 5.5463621E+002
 1.9869316E+000, 5.2755492E+002
 2.0144508E+000, 4.9028916E+002
 2.0419699E+000, 4.5119888E+002
 2.0832486E+000, 4.4596425E+002
 2.1107677E+000, 4.4495625E+002
 2.1349115E+000, 4.6472191E+002
 2.1711270E+000, 4.9847240E+002
 2.1952708E+000, 4.9773702E+002
 2.2314863E+000, 4.7888055E+002
 2.2556301E+000, 4.6642785E+002
 2.2809810E+000, 4.6696089E+002
 2.3208181E+000, 4.7051172E+002
 2.3473762E+000, 4.7778695E+002
 2.3739343E+000, 4.8877864E+002
 2.4004924E+000, 5.1141394E+002
 2.4403295E+000, 5.6120570E+002
 2.4668876E+000, 5.8913706E+002
