s,C
Time,"TEMP_CENTER"
 0.0000000E+000, 2.0000000E+001
 1.1559517E-001, 2.0000000E+001
 2.3119034E-001, 1.9999992E+001
 3.4678551E-001, 1.9999976E+001
 4.3101214E-001, 2.0000037E+001
 4.9264671E-001, 2.0000082E+001
 5.4425682E-001, 2.0000122E+001
 5.8745272E-001, 2.0000685E+001
 6.3064861E-001, 2.0001256E+001
 6.6500721E-001, 2.0001711E+001
 6.9936580E-001, 2.0004715E+001
 7.2839084E-001, 2.0007270E+001
 7.5741588E-001, 2.0009846E+001
 7.8644092E-001, 2.0018101E+001
 8.0961822E-001, 2.0024727E+001
 8.3279551E-001, 2.0031396E+001
 8.5597281E-001, 2.0039324E+001
 8.7562879E-001, 2.0046067E+001
 8.9528478E-001, 2.0052831E+001
 9.1494076E-001, 2.0062219E+001
 9.3459675E-001, 2.0071845E+001
 9.5425273E-001, 2.0081984E+001
 9.7099871E-001, 2.0109961E+001
 9.8774468E-001, 2.0246214E+001
 1.0044907E+000, 2.6860393E+001
 1.0212366E+000, 5.3759799E+001
 1.0379826E+000, 1.2007125E+002
 1.0547286E+000, 2.2224054E+002
 1.0714746E+000, 2.9748730E+002
 1.0860097E+000, 3.2216620E+002
 1.1005448E+000, 3.2573266E+002
 1.1150800E+000, 3.1737573E+002
 1.1296151E+000, 3.0845986E+002
 1.1441502E+000, 3.0062216E+002
 1.1586854E+000, 2.9734103E+002
 1.1732205E+000, 3.0133395E+002
 1.1877556E+000, 3.0875270E+002
 1.2022908E+000, 3.1035235E+002
 1.2168259E+000, 3.0868255E+002
 1.2313610E+000, 2.9795338E+002
 1.2458962E+000, 2.8123134E+002
 1.2604313E+000, 2.5652128E+002
 1.2749665E+000, 2.3900119E+002
 1.3040367E+000, 2.2453933E+002
 1.3331070E+000, 2.1134184E+002
 1.3621773E+000, 2.3155055E+002
 1.3912475E+000, 3.0847167E+002
 1.4203178E+000, 3.3849297E+002
 1.4493881E+000, 3.2350084E+002
 1.4784583E+000, 2.9225546E+002
 1.5075286E+000, 2.6874096E+002
 1.5365989E+000, 2.7432957E+002
 1.5656692E+000, 2.9769513E+002
 1.5947394E+000, 3.1457721E+002
 1.6238097E+000, 3.2039091E+002
 1.6528800E+000, 3.2353466E+002
 1.6819502E+000, 3.2647866E+002
 1.7124740E+000, 3.3025779E+002
 1.7444513E+000, 3.3543595E+002
 1.7764286E+000, 3.4163475E+002
 1.8100048E+000, 3.4555220E+002
 1.8451798E+000, 3.4475569E+002
 1.8627673E+000, 3.4206695E+002
 1.8979424E+000, 3.4077458E+002
 1.9331174E+000, 3.4176731E+002
 1.9507049E+000, 3.4320321E+002
 1.9858799E+000, 3.4673761E+002
 2.0210550E+000, 3.5369449E+002
 2.0562300E+000, 3.5600394E+002
 2.0738175E+000, 3.5260666E+002
 2.1089925E+000, 3.5054623E+002
 2.1441676E+000, 3.5008441E+002
 2.1617551E+000, 3.5170494E+002
 2.1969301E+000, 3.5462752E+002
 2.2321051E+000, 3.5704360E+002
 2.2672802E+000, 3.5437484E+002
 2.2848677E+000, 3.5015163E+002
 2.3200427E+000, 3.4693140E+002
 2.3552177E+000, 3.4417137E+002
 2.3728052E+000, 3.4167699E+002
 2.4079803E+000, 3.3868747E+002
 2.4431553E+000, 3.3440385E+002
 2.4607428E+000, 3.3126857E+002
