s,C
Time,"TEMP_CENTER"
 0.0000000E+000, 2.0000000E+001
 1.1559517E-001, 2.0000000E+001
 1.7394693E-001, 2.0000117E+001
 2.2951822E-001, 2.0000265E+001
 2.7740712E-001, 2.0000432E+001
 3.2529603E-001, 2.0000626E+001
 3.6614089E-001, 2.0000808E+001
 4.0698575E-001, 2.0001282E+001
 4.4783061E-001, 2.0001753E+001
 4.8357374E-001, 2.0002158E+001
 5.1931688E-001, 2.0004468E+001
 5.5506002E-001, 2.0006569E+001
 5.9080315E-001, 2.0008452E+001
 6.2277686E-001, 2.0015541E+001
 6.5475056E-001, 2.0022371E+001
 6.8672426E-001, 2.0028958E+001
 7.1869797E-001, 2.0036966E+001
 7.5067167E-001, 2.0044717E+001
 7.8264538E-001, 2.0052230E+001
 8.1461908E-001, 2.0062847E+001
 8.4659278E-001, 2.0072994E+001
 8.7532579E-001, 2.0081681E+001
 9.0405880E-001, 2.0090554E+001
 9.3279181E-001, 2.0098933E+001
 9.6152481E-001, 2.0106827E+001
 9.9025782E-001, 2.0114278E+001
 1.0189908E+000, 2.0121331E+001
 1.0477238E+000, 2.0128054E+001
 1.0764568E+000, 2.0134944E+001
 1.1051899E+000, 2.0140997E+001
 1.1304145E+000, 2.0145766E+001
 1.1556392E+000, 2.0151951E+001
 1.1808639E+000, 2.0157719E+001
 1.2025594E+000, 2.0162367E+001
 1.2242549E+000, 2.0166351E+001
 1.2459505E+000, 2.0170056E+001
 1.2676460E+000, 2.0173487E+001
 1.2893415E+000, 2.0177020E+001
 1.3084650E+000, 2.0179876E+001
 1.3275885E+000, 2.0182507E+001
 1.3467120E+000, 2.0186073E+001
 1.3658355E+000, 2.0189350E+001
 1.3849589E+000, 2.0192364E+001
 1.4040824E+000, 2.0195044E+001
 1.4232059E+000, 2.0197569E+001
 1.4423294E+000, 2.0199944E+001
 1.4614529E+000, 2.0201305E+001
 1.4805763E+000, 2.0202597E+001
 1.4996998E+000, 2.0203800E+001
 1.5188233E+000, 2.0205683E+001
 1.5379468E+000, 2.0207409E+001
 1.5570702E+000, 2.0208978E+001
 1.5761937E+000, 2.0209923E+001
 1.5953172E+000, 2.0210732E+001
 1.6335642E+000, 2.0211090E+001
 1.6526876E+000, 2.0210143E+001
 1.6909346E+000, 2.0209412E+001
 1.7100581E+000, 2.0208672E+001
 1.7502174E+000, 2.0207936E+001
 1.7733568E+000, 2.0207409E+001
 1.8196356E+000, 2.0205595E+001
 1.8427750E+000, 2.0202178E+001
 1.8659144E+000, 2.0199704E+001
 1.9121933E+000, 2.0195811E+001
 1.9328718E+000, 2.0191899E+001
 1.9535503E+000, 2.0190094E+001
 1.9949073E+000, 2.0187185E+001
 2.0155858E+000, 2.0183744E+001
 2.0537714E+000, 2.0180615E+001
 2.0712785E+000, 2.0177369E+001
 2.1062927E+000, 2.0174268E+001
 2.1413069E+000, 2.0171442E+001
 2.1763212E+000, 2.0169029E+001
 2.1938283E+000, 2.0167116E+001
 2.2288425E+000, 2.0164909E+001
 2.2673581E+000, 2.0160969E+001
 2.2866160E+000, 2.0158224E+001
 2.3251316E+000, 2.0155576E+001
 2.3443894E+000, 2.0153284E+001
 2.3867567E+000, 2.0151034E+001
 2.4079403E+000, 2.0148124E+001
 2.4503075E+000, 2.0145265E+001
 2.4714911E+000, 2.0142811E+001
