s,C
Time,"TEMP_CENTER"
 0.0000000E+000, 2.0000000E+001
 4.9975106E-002, 2.0000000E+001
 1.0494772E-001, 2.0000149E+001
 1.4022938E-001, 2.0000288E+001
 1.7224040E-001, 2.0000449E+001
 2.0425142E-001, 2.0000642E+001
 2.3088668E-001, 2.0000820E+001
 2.5752193E-001, 2.0001059E+001
 2.8415718E-001, 2.0001316E+001
 3.0713254E-001, 2.0001544E+001
 3.3010790E-001, 2.0001922E+001
 3.5308326E-001, 2.0002297E+001
 3.7374263E-001, 2.0002630E+001
 3.9440199E-001, 2.0003727E+001
 4.3572072E-001, 2.0005347E+001
 4.5638008E-001, 2.0007529E+001
 4.9289778E-001, 2.0009678E+001
 5.1115663E-001, 2.0013754E+001
 5.4767432E-001, 2.0018539E+001
 5.8419201E-001, 2.0025047E+001
 6.0056583E-001, 2.0029284E+001
 6.3331346E-001, 2.0033517E+001
 6.6606110E-001, 2.0039588E+001
 6.9880873E-001, 2.0047920E+001
 7.3155637E-001, 2.0056631E+001
 7.6252433E-001, 2.0064105E+001
 7.9171262E-001, 2.0069269E+001
 8.2090091E-001, 2.0073493E+001
 8.5008920E-001, 2.0077265E+001
 8.7927749E-001, 2.0080914E+001
 9.0846579E-001, 2.0083177E+001
 9.3444025E-001, 2.0084469E+001
 9.6041470E-001, 2.0085009E+001
 9.9937639E-001, 2.0085077E+001
 1.0253509E+000, 2.0084709E+001
 1.0596398E+000, 2.0083885E+001
 1.0824991E+000, 2.0082561E+001
 1.1167880E+000, 2.0080661E+001
 1.1470346E+000, 2.0077938E+001
 1.1772813E+000, 2.0074649E+001
 1.2075279E+000, 2.0071490E+001
 1.2341951E+000, 2.0068672E+001
 1.2608622E+000, 2.0065474E+001
 1.2964184E+000, 2.0061779E+001
 1.3230855E+000, 2.0058496E+001
 1.3549232E+000, 2.0055939E+001
 1.3867609E+000, 2.0053594E+001
 1.4106391E+000, 2.0052053E+001
 1.4424768E+000, 2.0051041E+001
 1.4743145E+000, 2.0050510E+001
 1.5061522E+000, 2.0050317E+001
 1.5300304E+000, 2.0050150E+001
 1.5602008E+000, 2.0049932E+001
 1.5958297E+000, 2.0049590E+001
 1.6243329E+000, 2.0049158E+001
 1.6528360E+000, 2.0048720E+001
 1.6813391E+000, 2.0048348E+001
 1.7169681E+000, 2.0048288E+001
 1.7461838E+000, 2.0048331E+001
 1.7775372E+000, 2.0048403E+001
 1.8010523E+000, 2.0048342E+001
 1.8324058E+000, 2.0048189E+001
 1.8637592E+000, 2.0048043E+001
 1.8927554E+000, 2.0047637E+001
 1.9209658E+000, 2.0047250E+001
 1.9562289E+000, 2.0047067E+001
 1.9844393E+000, 2.0046997E+001
 2.0126498E+000, 2.0046989E+001
 2.0408602E+000, 2.0046839E+001
 2.0761232E+000, 2.0046834E+001
 2.1043337E+000, 2.0046840E+001
 2.1325441E+000, 2.0046930E+001
 2.1648925E+000, 2.0047076E+001
 2.1901883E+000, 2.0047043E+001
 2.2218080E+000, 2.0046918E+001
 2.2534277E+000, 2.0046698E+001
 2.2812530E+000, 2.0046609E+001
 2.3160347E+000, 2.0046616E+001
 2.3452513E+000, 2.0046554E+001
 2.3758591E+000, 2.0046526E+001
 2.4064670E+000, 2.0046563E+001
 2.4370749E+000, 2.0046493E+001
 2.4600308E+000, 2.0046316E+001
