s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
 1.8030763E+000, 7.1216837E+002, 0.0000000E+000,-2.0889133E+002,-1.3828402E-001,-2.7455555E+001,-2.5087450E-002, 1.7500391E+002, 0.0000000E+000, 6.3963195E+002, 6.5066203E+002, 0.0000000E+000, 1.8248119E-002, 0.0000000E+000, 5.7998801E+003
 1.9212691E+000, 7.7380983E+002, 0.0000000E+000,-2.3140401E+002,-1.2272355E-001,-3.1055878E+001,-2.7917791E-002, 1.9819982E+002, 0.0000000E+000, 7.2218256E+002, 7.0939912E+002, 0.0000000E+000, 1.8484781E-002, 0.0000000E+000, 6.6549304E+003
 2.0462463E+000, 5.9784822E+002, 0.0000000E+000,-1.8004600E+002,-1.4238875E-001,-3.4405631E+001,-2.8088803E-002, 1.4570338E+002, 0.0000000E+000, 5.2637773E+002, 5.2892948E+002, 0.0000000E+000, 1.8677067E-002, 0.0000000E+000, 7.3135142E+003
 2.1615167E+000, 7.8096987E+002, 0.0000000E+000,-2.2275297E+002,-1.2528917E-001,-3.7986118E+001,-2.9276587E-002, 1.8650276E+002, 0.0000000E+000, 6.9541311E+002, 7.0657898E+002, 0.0000000E+000, 1.8828838E-002, 0.0000000E+000, 8.0850501E+003
 2.2864373E+000, 9.0636384E+002, 0.0000000E+000,-2.7541010E+002,-1.2364662E-001,-4.5131027E+001,-3.2576525E-002, 2.1648671E+002, 0.0000000E+000, 7.9935741E+002, 8.0215320E+002, 0.0000000E+000, 1.8947919E-002, 0.0000000E+000, 9.0611378E+003
 2.4015448E+000, 9.3099026E+002, 0.0000000E+000,-2.6916268E+002,-1.3509478E-001,-5.2132257E+001,-3.3379031E-002, 2.3297500E+002, 0.0000000E+000, 8.3615027E+002, 8.4250184E+002, 0.0000000E+000, 1.9042249E-002, 0.0000000E+000, 1.0027975E+004
 2.5217562E+000, 1.1565560E+003, 0.0000000E+000,-3.1441630E+002,-1.2548080E-001,-5.6175259E+001,-3.4316150E-002, 2.9548855E+002, 0.0000000E+000, 1.0610640E+003, 1.0812932E+003, 0.0000000E+000, 1.9115604E-002, 0.0000000E+000, 1.1301781E+004
 2.6412315E+000, 1.3756772E+003, 0.0000000E+000,-3.9232622E+002,-1.2139704E-001,-6.0958708E+001,-3.6616230E-002, 3.5570963E+002, 0.0000000E+000, 1.2795953E+003, 1.2779439E+003, 0.0000000E+000, 1.9174601E-002, 0.0000000E+000, 1.2839817E+004
 2.7631054E+000, 1.0886747E+003, 0.0000000E+000,-3.2360313E+002,-1.4191379E-001,-6.3736334E+001,-3.6152588E-002, 2.8824487E+002, 0.0000000E+000, 1.0042712E+003, 9.8940203E+002, 0.0000000E+000, 1.9221532E-002, 0.0000000E+000, 1.4121538E+004
 2.8849790E+000, 8.9302570E+002, 0.0000000E+000,-2.5721917E+002,-1.4985294E-001,-6.4029690E+001,-3.5268898E-002, 2.3038676E+002, 0.0000000E+000, 8.0180060E+002, 8.0197847E+002, 0.0000000E+000, 1.9258803E-002, 0.0000000E+000, 1.5139538E+004
 3.0022593E+000, 1.0271531E+003, 0.0000000E+000,-2.8459298E+002,-1.2155484E-001,-6.5164545E+001,-3.6762138E-002, 2.5841104E+002, 0.0000000E+000, 9.2938014E+002, 9.3564830E+002, 0.0000000E+000, 1.9287514E-002, 0.0000000E+000, 1.6232725E+004
 3.1203971E+000, 1.0129176E+003, 0.0000000E+000,-3.0006997E+002,-1.1749227E-001,-6.9657266E+001,-3.5108793E-002, 2.5166606E+002, 0.0000000E+000, 8.9963848E+002, 8.9470386E+002, 0.0000000E+000, 1.9309857E-002, 0.0000000E+000, 1.7311303E+004
 3.2438397E+000, 8.7922124E+002, 0.0000000E+000,-2.7015054E+002,-1.2337788E-001,-7.3433743E+001,-3.5958090E-002, 2.1646147E+002, 0.0000000E+000, 7.5708027E+002, 7.5193909E+002, 0.0000000E+000, 1.9328001E-002, 0.0000000E+000, 1.8282049E+004
 3.3645182E+000, 8.0921772E+002, 0.0000000E+000,-2.4635820E+002,-1.1960690E-001,-7.4929824E+001,-3.5023602E-002, 1.9600854E+002, 0.0000000E+000, 6.8356505E+002, 6.8378360E+002, 0.0000000E+000, 1.9342390E-002, 0.0000000E+000, 1.9138359E+004
 3.4852998E+000, 7.6920613E+002, 0.0000000E+000,-2.4054216E+002,-1.2906012E-001,-7.9655037E+001,-3.3239167E-002, 1.8149745E+002, 0.0000000E+000, 6.3796136E+002, 6.3034409E+002, 0.0000000E+000, 1.9353530E-002, 0.0000000E+000, 1.9936973E+004
 3.6057451E+000, 5.9990984E+002, 0.0000000E+000,-1.9812675E+002,-1.3709070E-001,-7.8361573E+001,-3.4685422E-002, 1.3116848E+002, 0.0000000E+000, 4.5710153E+002, 4.5441822E+002, 0.0000000E+000, 1.9362325E-002, 0.0000000E+000, 2.0511905E+004
 3.7270699E+000, 5.8813654E+002, 0.0000000E+000,-1.9231284E+002,-1.4799573E-001,-7.3921706E+001,-3.4555453E-002, 1.2557548E+002, 0.0000000E+000, 4.4352147E+002, 4.4729493E+002, 0.0000000E+000, 1.9369242E-002, 0.0000000E+000, 2.1061288E+004
 3.8470984E+000, 7.5862746E+002, 0.0000000E+000,-2.2420207E+002,-1.2378950E-001,-7.0811882E+001,-3.4387159E-002, 1.7263332E+002, 0.0000000E+000, 6.2152540E+002, 6.3608865E+002, 0.0000000E+000, 1.9374633E-002, 0.0000000E+000, 2.1803086E+004
 3.9632077E+000, 9.8383473E+002, 0.0000000E+000,-2.9991399E+002,-1.3465871E-001,-6.9950566E+001,-3.4832145E-002, 2.2229270E+002, 0.0000000E+000, 8.2601332E+002, 8.3609338E+002, 0.0000000E+000, 1.9378778E-002, 0.0000000E+000, 2.2731307E+004
 4.0828271E+000, 9.9564582E+002, 0.0000000E+000,-3.3013896E+002,-1.2626481E-001,-7.1264585E+001,-3.4868380E-002, 2.2611351E+002, 0.0000000E+000, 8.2433945E+002, 8.2019466E+002, 0.0000000E+000, 1.9382062E-002, 0.0000000E+000, 2.3712204E+004
 4.2057066E+000, 7.8707452E+002, 0.0000000E+000,-2.6452664E+002,-1.1314726E-001,-7.2211415E+001,-3.5306936E-002, 1.8292348E+002, 0.0000000E+000, 6.4464567E+002, 6.3311148E+002, 0.0000000E+000, 1.9384734E-002, 0.0000000E+000, 2.4533267E+004
 4.3246245E+000, 7.0180139E+002, 0.0000000E+000,-2.1361610E+002,-1.0011732E-001,-7.1921598E+001,-3.4135195E-002, 1.6488107E+002, 0.0000000E+000, 5.7618791E+002, 5.8101051E+002, 0.0000000E+000, 1.9386824E-002, 0.0000000E+000, 2.5240554E+004
 4.4404898E+000, 7.6420103E+002, 0.0000000E+000,-2.3027361E+002,-1.1447676E-001,-7.4955444E+001,-3.4993423E-002, 1.7488395E+002, 0.0000000E+000, 6.3210508E+002, 6.3370645E+002, 0.0000000E+000, 1.9388420E-002, 0.0000000E+000, 2.5973620E+004
 4.5615239E+000, 8.5470863E+002, 0.0000000E+000,-2.6734622E+002,-1.2790745E-001,-7.8565356E+001,-3.4789640E-002, 1.9046814E+002, 0.0000000E+000, 6.9343344E+002, 6.9910250E+002, 0.0000000E+000, 1.9389684E-002, 0.0000000E+000, 2.6804707E+004
 4.6854463E+000, 1.0969045E+003, 0.0000000E+000,-3.1765361E+002,-1.3559315E-001,-8.4465741E+001,-3.3492755E-002, 2.5974017E+002, 0.0000000E+000, 9.3925282E+002, 9.5435622E+002, 0.0000000E+000, 1.9390715E-002, 0.0000000E+000, 2.7958602E+004
 4.8016644E+000, 1.0657722E+003, 0.0000000E+000,-3.4175071E+002,-1.4818450E-001,-8.7487569E+001,-3.2672393E-002, 2.4921719E+002, 0.0000000E+000, 9.0001538E+002, 8.8557021E+002, 0.0000000E+000, 1.9391512E-002, 0.0000000E+000, 2.9015166E+004
 4.9256463E+000, 8.2186879E+002, 0.0000000E+000,-2.7640130E+002,-1.1546393E-001,-8.8580744E+001,-3.3496313E-002, 1.8358644E+002, 0.0000000E+000, 6.5234980E+002, 6.4032423E+002, 0.0000000E+000, 1.9392139E-002, 0.0000000E+000, 2.9847473E+004
 5.0456052E+000, 8.0712066E+002, 0.0000000E+000,-2.4597302E+002,-1.6416126E-001,-9.2271734E+001,-3.3903086E-002, 1.7745049E+002, 0.0000000E+000, 6.3360580E+002, 6.4612833E+002, 0.0000000E+000, 1.9392638E-002, 0.0000000E+000, 3.0609949E+004
 5.1619153E+000, 9.6781803E+002, 0.0000000E+000,-2.8779521E+002,-1.4093449E-001,-9.8193203E+001,-3.3512477E-002, 2.2246114E+002, 0.0000000E+000, 8.0044197E+002, 8.0411631E+002, 0.0000000E+000, 1.9393016E-002, 0.0000000E+000, 3.1543115E+004
 5.2859521E+000, 8.5632636E+002, 0.0000000E+000,-2.9035844E+002,-9.6205013E-002,-9.9448619E+001,-3.3236592E-002, 1.8625570E+002, 0.0000000E+000, 6.6628374E+002, 6.5264556E+002, 0.0000000E+000, 1.9393320E-002, 0.0000000E+000, 3.2389311E+004
 5.4020720E+000, 6.9662722E+002, 0.0000000E+000,-2.5635884E+002,-1.2682295E-001,-9.7250318E+001,-3.4093727E-002, 1.3208994E+002, 0.0000000E+000, 4.7444086E+002, 4.7494708E+002, 0.0000000E+000, 1.9393560E-002, 0.0000000E+000, 3.2945191E+004
 5.5211864E+000, 8.5709147E+002, 0.0000000E+000,-2.8671465E+002,-1.1675752E-001,-9.7888507E+001,-3.4112722E-002, 1.7270725E+002, 0.0000000E+000, 6.3499697E+002, 6.4504469E+002, 0.0000000E+000, 1.9393744E-002, 0.0000000E+000, 3.3682616E+004
 5.6463685E+000, 9.8296533E+002, 0.0000000E+000,-3.3141736E+002,-1.0323073E-001,-1.0167411E+002,-3.2147456E-002, 2.0860249E+002, 0.0000000E+000, 7.5751782E+002, 7.5834098E+002, 0.0000000E+000, 1.9393894E-002, 0.0000000E+000, 3.4626608E+004
 5.7635469E+000, 8.7384783E+002, 0.0000000E+000,-3.0229594E+002,-1.0540157E-001,-1.0386254E+002,-3.1175448E-002, 1.8722001E+002, 0.0000000E+000, 6.6026646E+002, 6.5477278E+002, 0.0000000E+000, 1.9394012E-002, 0.0000000E+000, 3.5423967E+004
 5.8848705E+000, 8.0319511E+002, 0.0000000E+000,-2.7862092E+002,-1.3187256E-001,-1.0394880E+002,-3.1578407E-002, 1.6187180E+002, 0.0000000E+000, 5.8636877E+002, 5.8233374E+002, 0.0000000E+000, 1.9394103E-002, 0.0000000E+000, 3.6137928E+004
 6.0050020E+000, 8.0471488E+002, 0.0000000E+000,-2.7034475E+002,-9.0922921E-002,-1.0436774E+002,-3.3111479E-002, 1.6009604E+002, 0.0000000E+000, 5.8834416E+002, 5.8997439E+002, 0.0000000E+000, 1.9394176E-002, 0.0000000E+000, 3.6833576E+004
 6.1202173E+000, 8.5432145E+002, 0.0000000E+000,-2.8656471E+002,-1.5950742E-001,-1.0517058E+002,-3.2581393E-002, 1.7105507E+002, 0.0000000E+000, 6.2411534E+002, 6.3344914E+002, 0.0000000E+000, 1.9394231E-002, 0.0000000E+000, 3.7541260E+004
 6.2424369E+000, 1.0813829E+003, 0.0000000E+000,-3.5155645E+002,-1.0223867E-001,-1.0789196E+002,-3.2966316E-002, 2.2764945E+002, 0.0000000E+000, 8.4508721E+002, 8.4944875E+002, 0.0000000E+000, 1.9394275E-002, 0.0000000E+000, 3.8545470E+004
 6.3679762E+000, 1.0475366E+003, 0.0000000E+000,-3.8131850E+002,-1.4305441E-001,-1.1028800E+002,-3.5989530E-002, 2.0677509E+002, 0.0000000E+000, 7.7168653E+002, 7.6252615E+002, 0.0000000E+000, 1.9394311E-002, 0.0000000E+000, 3.9491044E+004
 6.4832516E+000, 9.2061718E+002, 0.0000000E+000,-3.4527921E+002,-1.4629522E-001,-1.1117431E+002,-3.4815595E-002, 1.7270620E+002, 0.0000000E+000, 6.3725960E+002, 6.3668875E+002, 0.0000000E+000, 1.9394339E-002, 0.0000000E+000, 4.0213003E+004
 6.6008964E+000, 8.4395219E+002, 0.0000000E+000,-3.3226056E+002,-9.6618131E-002,-1.1361714E+002,-3.1869090E-002, 1.4422138E+002, 0.0000000E+000, 5.4706217E+002, 5.4216738E+002, 0.0000000E+000, 1.9394360E-002, 0.0000000E+000, 4.0830548E+004
 6.7222762E+000, 9.2302427E+002, 0.0000000E+000,-3.3256339E+002,-1.0260823E-001,-1.1850184E+002,-3.2400017E-002, 1.7445498E+002, 0.0000000E+000, 6.3798508E+002, 6.4627901E+002, 0.0000000E+000, 1.9394377E-002, 0.0000000E+000, 4.1590588E+004
 6.8425531E+000, 1.0353467E+003, 0.0000000E+000,-3.6196589E+002,-8.5140835E-002,-1.2538127E+002,-3.3215222E-002, 2.0552299E+002, 0.0000000E+000, 7.6055474E+002, 7.5340414E+002, 0.0000000E+000, 1.9394391E-002, 0.0000000E+000, 4.2490338E+004
 6.9622087E+000, 7.7487438E+002, 0.0000000E+000,-3.1874002E+002,-1.6255871E-001,-1.2483171E+002,-3.3840519E-002, 1.2982524E+002, 0.0000000E+000, 4.6376918E+002, 4.6093148E+002, 0.0000000E+000, 1.9394401E-002, 0.0000000E+000, 4.3054253E+004
 7.0805197E+000, 7.9754201E+002, 0.0000000E+000,-2.9926789E+002,-1.7409554E-001,-1.2322254E+002,-3.7013258E-002, 1.4088799E+002, 0.0000000E+000, 5.1141851E+002, 5.1572846E+002, 0.0000000E+000, 1.9394409E-002, 0.0000000E+000, 4.3655322E+004
 7.2051024E+000, 9.4207872E+002, 0.0000000E+000,-3.3391344E+002,-5.7864820E-002,-1.2310250E+002,-3.6411037E-002, 1.8183691E+002, 0.0000000E+000, 6.6303450E+002, 6.6680542E+002, 0.0000000E+000, 1.9394416E-002, 0.0000000E+000, 4.4472368E+004
 7.3202033E+000, 9.2493138E+002, 0.0000000E+000,-3.5498006E+002,-1.7026636E-001,-1.2232989E+002,-3.3631799E-002, 1.7164662E+002, 0.0000000E+000, 6.1945586E+002, 6.1906416E+002, 0.0000000E+000, 1.9394421E-002, 0.0000000E+000, 4.5187533E+004
 7.4439197E+000, 8.7809724E+002, 0.0000000E+000,-3.6400315E+002,-1.5833826E-001,-1.2308163E+002,-3.1782610E-002, 1.5241110E+002, 0.0000000E+000, 5.5234819E+002, 5.4323344E+002, 0.0000000E+000, 1.9394425E-002, 0.0000000E+000, 4.5875488E+004
 7.5620675E+000, 7.4795992E+002, 0.0000000E+000,-3.4501367E+002,-1.3735421E-001,-1.2583242E+002,-3.1908675E-002, 1.0818943E+002, 0.0000000E+000, 3.9277761E+002, 3.8513399E+002, 0.0000000E+000, 1.9394428E-002, 0.0000000E+000, 4.6343258E+004
 7.6852994E+000, 7.6262548E+002, 0.0000000E+000,-3.3027076E+002,-1.5401570E-001,-1.2934845E+002,-3.0760411E-002, 1.1405368E+002, 0.0000000E+000, 4.0684810E+002, 4.1687516E+002, 0.0000000E+000, 1.9394431E-002, 0.0000000E+000, 4.6844638E+004
 7.8023701E+000, 9.5108865E+002, 0.0000000E+000,-3.6657904E+002,-1.0691599E-001,-1.3131323E+002,-3.0275201E-002, 1.6895946E+002, 0.0000000E+000, 6.2196163E+002, 6.2201866E+002, 0.0000000E+000, 1.9394433E-002, 0.0000000E+000, 4.7559755E+004
 7.9214325E+000, 8.0123076E+002, 0.0000000E+000,-3.5201732E+002,-1.1448610E-001,-1.2927589E+002,-2.9320701E-002, 1.2663396E+002, 0.0000000E+000, 4.5845438E+002, 4.4642769E+002, 0.0000000E+000, 1.9394434E-002, 0.0000000E+000, 4.8113132E+004
 8.0429754E+000, 6.5636510E+002, 0.0000000E+000,-3.1283487E+002,-2.6950656E-001,-1.2658987E+002,-3.1774380E-002, 8.5006263E+001, 0.0000000E+000, 3.0382447E+002, 3.0164534E+002, 0.0000000E+000, 1.9394436E-002, 0.0000000E+000, 4.8488998E+004
 8.1630831E+000, 7.4409893E+002, 0.0000000E+000,-3.1010340E+002,-1.8315022E-001,-1.2457807E+002,-3.3209001E-002, 1.1308905E+002, 0.0000000E+000, 4.0463442E+002, 4.2229014E+002, 0.0000000E+000, 1.9394437E-002, 0.0000000E+000, 4.8969274E+004
 8.2826118E+000, 7.8698178E+002, 0.0000000E+000,-3.4838820E+002,-5.5432324E-002,-1.2477284E+002,-3.2488775E-002, 1.1994193E+002, 0.0000000E+000, 4.4781648E+002, 4.3367475E+002, 0.0000000E+000, 1.9394437E-002, 0.0000000E+000, 4.9496942E+004
 8.4053774E+000, 7.7991853E+002, 0.0000000E+000,-3.4716212E+002,-2.0691093E-001,-1.2258996E+002,-3.2317771E-002, 1.1429896E+002, 0.0000000E+000, 4.1513923E+002, 4.2422619E+002, 0.0000000E+000, 1.9394438E-002, 0.0000000E+000, 4.9998898E+004
 8.5260487E+000, 1.0550885E+003, 0.0000000E+000,-3.9832789E+002,-1.8939297E-001,-1.2261840E+002,-3.1759641E-002, 1.9395430E+002, 0.0000000E+000, 7.0697538E+002, 7.2787540E+002, 0.0000000E+000, 1.9394438E-002, 0.0000000E+000, 5.0832994E+004
 8.6429930E+000, 1.2566531E+003, 0.0000000E+000,-4.8869033E+002,-1.7563655E-001,-1.2606807E+002,-3.4074827E-002, 2.3415566E+002, 0.0000000E+000, 8.7988691E+002, 8.7584060E+002, 0.0000000E+000, 1.9394439E-002, 0.0000000E+000, 5.1826332E+004
 8.7614412E+000, 1.0409913E+003, 0.0000000E+000,-4.6686856E+002,-1.0418903E-001,-1.2802927E+002,-3.5548669E-002, 1.6774944E+002, 0.0000000E+000, 6.3458874E+002, 6.1370321E+002, 0.0000000E+000, 1.9394439E-002, 0.0000000E+000, 5.2558815E+004
 8.8822851E+000, 8.8920154E+002, 0.0000000E+000,-3.9661892E+002,-1.3752865E-001,-1.3024513E+002,-3.4134220E-002, 1.3570850E+002, 0.0000000E+000, 4.9789902E+002, 4.9787432E+002, 0.0000000E+000, 1.9394439E-002, 0.0000000E+000, 5.3152139E+004
 9.0067968E+000, 9.1725001E+002, 0.0000000E+000,-3.7092629E+002,-2.0546446E-001,-1.3458751E+002,-3.2336874E-002, 1.5164623E+002, 0.0000000E+000, 5.5390980E+002, 5.6314464E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 5.3829019E+004
 9.1230078E+000, 1.0250316E+003, 0.0000000E+000,-3.9734725E+002,-6.1142811E-002,-1.3845318E+002,-2.8487809E-002, 1.8316392E+002, 0.0000000E+000, 6.7536758E+002, 6.7230549E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 5.4600851E+004
 9.2447014E+000, 8.5479316E+002, 0.0000000E+000,-3.9395460E+002,-8.2331832E-002,-1.3721383E+002,-2.6480647E-002, 1.2715396E+002, 0.0000000E+000, 4.6792590E+002, 4.5066988E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 5.5172108E+004
 9.3608522E+000, 7.2242120E+002, 0.0000000E+000,-3.4552062E+002,-1.9798130E-001,-1.3549023E+002,-3.1188741E-002, 9.2005324E+001, 0.0000000E+000, 3.2837978E+002, 3.3318651E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 5.5556743E+004
 9.4859142E+000, 8.2764184E+002, 0.0000000E+000,-3.7227321E+002,-1.2921873E-001,-1.3900209E+002,-3.4271111E-002, 1.1569915E+002, 0.0000000E+000, 4.3086900E+002, 4.3190219E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 5.6080240E+004
 9.6055050E+000, 7.8317400E+002, 0.0000000E+000,-3.9765242E+002, 1.9428418E-002,-1.3947069E+002,-3.6475129E-002, 9.4643539E+001, 0.0000000E+000, 3.4588211E+002, 3.4067738E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 5.6493496E+004
 9.7274132E+000, 7.4851631E+002, 0.0000000E+000,-3.8413230E+002,-1.3608804E-001,-1.3934027E+002,-3.7858687E-002, 8.2294789E+001, 0.0000000E+000, 3.0168977E+002, 3.0716459E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 5.6854054E+004
 9.8432627E+000, 8.1587536E+002, 0.0000000E+000,-3.9822516E+002,-1.8264131E-001,-1.4220477E+002,-3.6445470E-002, 1.0035445E+002, 0.0000000E+000, 3.7091839E+002, 3.7558080E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 5.7271887E+004
 9.9605150E+000, 9.6706384E+002, 0.0000000E+000,-4.3083077E+002,-1.0863956E-001,-1.4464905E+002,-3.4049664E-002, 1.4163829E+002, 0.0000000E+000, 5.1947168E+002, 5.3307962E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 5.7864659E+004
 1.0080873E+001, 1.2399061E+003, 0.0000000E+000,-5.0568275E+002,-6.8237627E-002,-1.4746299E+002,-3.3388467E-002, 2.1444850E+002, 0.0000000E+000, 7.9550362E+002, 8.0110726E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 5.8794804E+004
 1.0207067E+001, 1.1423328E+003, 0.0000000E+000,-4.9325516E+002,-2.6692924E-002,-1.4525005E+002,-3.5377487E-002, 1.9015727E+002, 0.0000000E+000, 7.0469960E+002, 6.9392283E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 5.9670889E+004
 1.0326735E+001, 1.0014226E+003, 0.0000000E+000,-4.4068944E+002,-9.1059788E-002,-1.4330769E+002,-3.7947898E-002, 1.5557217E+002, 0.0000000E+000, 5.7441337E+002, 5.7286866E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 6.0345930E+004
 1.0441712E+001, 9.9200917E+002, 0.0000000E+000,-4.1925032E+002,-2.2127643E-001,-1.4441818E+002,-4.0067687E-002, 1.5827167E+002, 0.0000000E+000, 5.8086995E+002, 5.8635100E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 6.1001659E+004
 1.0562977E+001, 1.0791421E+003, 0.0000000E+000,-4.4671889E+002,-1.8794368E-001,-1.4891332E+002,-3.9899888E-002, 1.7616418E+002, 0.0000000E+000, 6.5867706E+002, 6.5944623E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 6.1773844E+004
 1.0684677E+001, 1.0436178E+003, 0.0000000E+000,-4.7343652E+002,-1.5714096E-001,-1.5211748E+002,-3.7535973E-002, 1.6041284E+002, 0.0000000E+000, 5.8226926E+002, 5.7828195E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 6.2483001E+004
 1.0805011E+001, 9.5792767E+002, 0.0000000E+000,-4.6253848E+002,-1.3661135E-001,-1.5368897E+002,-3.5325400E-002, 1.3778339E+002, 0.0000000E+000, 4.8738725E+002, 4.7931168E+002, 0.0000000E+000, 1.9394440E-002, 0.0000000E+000, 6.3087007E+004
