Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 3.524E-01, 1.606E+02, 9.775E+01, 1.016E+03, 2.918E+01, 1.864E+01, 1.073E+01, 4.128E-03, 5.505E+01, 1.211E+01, 1.162E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.401E+03
