s,C
Time,"TEMP_CENTER"
 0.0000000E+000, 2.0000000E+001
 1.1559517E-001, 2.0000000E+001
 2.3119034E-001, 2.0000005E+001
 3.4678551E-001, 1.9999970E+001
 4.6238068E-001, 2.0000099E+001
 5.5666903E-001, 2.0000201E+001
 6.2002792E-001, 2.0000292E+001
 6.7680789E-001, 2.0009739E+001
 7.3358785E-001, 2.0019233E+001
 7.9036782E-001, 2.0028775E+001
 8.3569730E-001, 2.0041512E+001
 8.7274747E-001, 2.0052023E+001
 9.0979764E-001, 2.0062643E+001
 9.4684781E-001, 2.0084977E+001
 9.7886328E-001, 2.0104458E+001
 1.0108787E+000, 2.0124183E+001
 1.0383847E+000, 2.0146169E+001
 1.0658907E+000, 2.0168535E+001
 1.0904598E+000, 2.0188882E+001
 1.1150289E+000, 2.0219680E+001
 1.1366729E+000, 2.0247256E+001
 1.1556947E+000, 2.0271818E+001
 1.1723260E+000, 2.0297609E+001
 1.1889573E+000, 2.0323076E+001
 1.2055886E+000, 2.0348932E+001
 1.2222200E+000, 2.0383683E+001
 1.2388513E+000, 2.0420150E+001
 1.2554826E+000, 2.0458697E+001
 1.2721139E+000, 2.0538039E+001
 1.2887452E+000, 2.0792189E+001
 1.3053766E+000, 3.0781231E+001
 1.3220079E+000, 7.3157820E+001
 1.3365267E+000, 1.5049183E+002
 1.3510455E+000, 2.5715550E+002
 1.3655643E+000, 3.2557129E+002
 1.3800832E+000, 3.6932599E+002
 1.3946020E+000, 3.7998680E+002
 1.4091208E+000, 3.7368777E+002
 1.4236396E+000, 3.4851205E+002
 1.4381584E+000, 3.3622474E+002
 1.4526773E+000, 3.2930316E+002
 1.4671961E+000, 3.2403670E+002
 1.4817149E+000, 3.2210417E+002
 1.4962337E+000, 3.3436473E+002
 1.5107525E+000, 3.8560713E+002
 1.5252713E+000, 4.4400608E+002
 1.5397902E+000, 4.9510085E+002
 1.5518723E+000, 5.8410262E+002
 1.5639544E+000, 6.2909613E+002
 1.5760365E+000, 6.5863692E+002
 1.5867721E+000, 6.4726066E+002
 1.5975077E+000, 6.2148569E+002
 1.6082433E+000, 5.9702760E+002
 1.6189789E+000, 5.5334080E+002
 1.6297144E+000, 5.2505096E+002
 1.6511856E+000, 4.9116603E+002
 1.6833924E+000, 4.7569032E+002
 1.7155991E+000, 4.8636232E+002
 1.7478059E+000, 3.6841942E+002
 1.7776418E+000, 2.8819932E+002
 1.8062922E+000, 3.1566982E+002
 1.8368527E+000, 5.1130281E+002
 1.8704693E+000, 6.4840028E+002
 1.8935806E+000, 6.5626041E+002
 1.9282477E+000, 7.1248709E+002
 1.9588181E+000, 8.2462320E+002
 1.9893885E+000, 8.8547630E+002
 2.0199589E+000, 8.8846729E+002
 2.0403392E+000, 8.7407596E+002
 2.0709096E+000, 9.0526209E+002
 2.1014800E+000, 9.3618999E+002
 2.1320504E+000, 8.4976122E+002
 2.1681179E+000, 7.9715258E+002
 2.1951685E+000, 8.0496845E+002
 2.2274707E+000, 7.8122771E+002
 2.2516973E+000, 8.1598378E+002
 2.2839995E+000, 8.0323103E+002
 2.3187244E+000, 7.8831115E+002
 2.3453737E+000, 8.4738999E+002
 2.3729114E+000, 8.5710692E+002
 2.4022256E+000, 8.4487250E+002
 2.4315399E+000, 9.0747300E+002
 2.4608542E+000, 9.6356959E+002
