s,C
Time,"TC_Door_Top"
 0.0000000E+000, 2.0000000E+001
 2.0612660E-001, 2.0000161E+001
 2.4132574E-001, 2.0029617E+001
 3.6135479E-001, 2.0128911E+001
 4.9243877E-001, 2.0181338E+001
 6.0833209E-001, 2.0224002E+001
 7.2721317E-001, 2.0327541E+001
 8.4689867E-001, 2.0513869E+001
 9.6990798E-001, 2.0825932E+001
 1.0853306E+000, 2.1229999E+001
 1.2028088E+000, 2.1691276E+001
 1.3209479E+000, 2.2145632E+001
 1.4467051E+000, 2.2608584E+001
 1.5656276E+000, 2.3193456E+001
 1.6849481E+000, 2.3787190E+001
 1.8000289E+000, 2.4331365E+001
 1.9263782E+000, 2.4983120E+001
 2.0410044E+000, 2.5544509E+001
 2.1607888E+000, 2.5984475E+001
 2.2848682E+000, 2.6441087E+001
 2.4024756E+000, 2.6970053E+001
 2.5216457E+000, 2.7455454E+001
 2.6478763E+000, 2.7939856E+001
 2.7600537E+000, 4.0661047E+001
 2.8802438E+000, 4.4490516E+001
 3.0045790E+000, 3.9733305E+001
 3.1226826E+000, 4.5840021E+001
 3.2418561E+000, 6.8748334E+001
 3.3621522E+000, 1.1593801E+002
 3.4851828E+000, 1.2180566E+002
 3.6026805E+000, 1.2718496E+002
 3.7264481E+000, 1.6042882E+002
 3.8416908E+000, 1.9953076E+002
 3.9626839E+000, 2.7012035E+002
 4.0836769E+000, 3.8163592E+002
 4.2029895E+000, 4.1994642E+002
 4.3253268E+000, 4.1533564E+002
 4.4439411E+000, 3.9562817E+002
 4.5608868E+000, 3.7160072E+002
 4.6800252E+000, 3.6306401E+002
 4.8061321E+000, 3.8538103E+002
 4.9264718E+000, 4.2617391E+002
 5.0468114E+000, 4.3929557E+002
 5.1619480E+000, 4.1273112E+002
 5.2823939E+000, 3.6667942E+002
 5.4033749E+000, 3.5585980E+002
 5.5237071E+000, 3.8146192E+002
 5.6427568E+000, 4.4724004E+002
 5.7605481E+000, 4.5093724E+002
 5.8888543E+000, 4.2750464E+002
 6.0064683E+000, 3.4274877E+002
 6.1220925E+000, 3.0308681E+002
 6.2448518E+000, 2.8908629E+002
 6.3649427E+000, 2.8996199E+002
 6.4857399E+000, 3.4557404E+002
 6.6022987E+000, 4.8234577E+002
 6.7242569E+000, 4.7062287E+002
 6.8471084E+000, 4.6340472E+002
 6.9654935E+000, 4.6525244E+002
 7.0841652E+000, 4.4123140E+002
 7.2068401E+000, 4.3561971E+002
 7.3200922E+000, 4.3712833E+002
 7.4459027E+000, 4.5084535E+002
 7.5643591E+000, 4.7113885E+002
 7.6832161E+000, 4.5944861E+002
 7.8060870E+000, 4.5536367E+002
 7.9229408E+000, 4.7024000E+002
 8.0439108E+000, 4.6391970E+002
 8.1654303E+000, 4.2466958E+002
 8.2847363E+000, 4.0482177E+002
 8.4062516E+000, 3.9510791E+002
 8.5277670E+000, 4.4143903E+002
 8.6400805E+000, 5.0561608E+002
 8.7664397E+000, 5.1740514E+002
 8.8846188E+000, 5.7021141E+002
 9.0020592E+000, 5.8721036E+002
 9.1212558E+000, 5.5056113E+002
 9.2418271E+000, 5.4238547E+002
 9.3636901E+000, 5.3466921E+002
 9.4809870E+000, 5.3593405E+002
 9.6019494E+000, 5.3637050E+002
 9.7253310E+000, 5.3334127E+002
 9.8453111E+000, 5.3295206E+002
 9.9627565E+000, 5.2633331E+002
 1.0084154E+001, 5.2346786E+002
 1.0202388E+001, 5.0508273E+002
 1.0324597E+001, 4.9669468E+002
 1.0448149E+001, 5.0832961E+002
 1.0567816E+001, 5.2007002E+002
 1.0687483E+001, 5.2150023E+002
 1.0802165E+001, 5.1716558E+002
 1.0927750E+001, 5.1333895E+002
