Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 6.779E-01, 2.546E+02, 7.671E+01, 1.682E+02, 3.761E+01, 3.210E+01, 1.496E+01, 6.519E-03, 8.614E+01, 4.103E+01, 1.992E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 7.121E+02
