s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
 1.8039873E+000, 4.1757324E+002, 0.0000000E+000,-1.1640394E+002,-7.0788826E-002,-2.1606149E+001,-1.8958325E-002, 1.0627262E+002, 0.0000000E+000, 3.8460665E+002, 3.8574603E+002, 0.0000000E+000, 1.0950829E-002, 0.0000000E+000, 3.6549035E+003
 1.9233273E+000, 4.3001312E+002, 0.0000000E+000,-1.3289068E+002,-7.2839887E-002,-2.3898630E+001,-2.0930439E-002, 1.0177000E+002, 0.0000000E+000, 3.7267360E+002, 3.7490003E+002, 0.0000000E+000, 1.1091033E-002, 0.0000000E+000, 4.0931700E+003
 2.0420115E+000, 4.7548528E+002, 0.0000000E+000,-1.3611350E+002,-6.9116105E-002,-2.7303452E+001,-2.0685336E-002, 1.2329728E+002, 0.0000000E+000, 4.3595313E+002, 4.3527581E+002, 0.0000000E+000, 1.1204038E-002, 0.0000000E+000, 4.6221274E+003
 2.1621542E+000, 4.5406744E+002, 0.0000000E+000,-1.2793075E+002,-7.3796713E-002,-3.0542286E+001,-2.1848373E-002, 1.1541582E+002, 0.0000000E+000, 4.1070944E+002, 4.1091458E+002, 0.0000000E+000, 1.1294375E-002, 0.0000000E+000, 5.1242676E+003
 2.2832680E+000, 4.9012758E+002, 0.0000000E+000,-1.4059144E+002,-7.4523140E-002,-3.3777284E+001,-2.1208172E-002, 1.1933822E+002, 0.0000000E+000, 4.3183222E+002, 4.3500134E+002, 0.0000000E+000, 1.1366218E-002, 0.0000000E+000, 5.6455846E+003
 2.4017248E+000, 5.4452127E+002, 0.0000000E+000,-1.5656133E+002,-7.3842486E-002,-3.5887103E+001,-2.1891475E-002, 1.3400194E+002, 0.0000000E+000, 4.8182825E+002, 4.8597904E+002, 0.0000000E+000, 1.1422757E-002, 0.0000000E+000, 6.2169679E+003
 2.5202720E+000, 6.6510752E+002, 0.0000000E+000,-1.8368094E+002,-6.9289579E-002,-3.9867667E+001,-2.2106912E-002, 1.7052900E+002, 0.0000000E+000, 6.0918071E+002, 6.1199651E+002, 0.0000000E+000, 1.1467214E-002, 0.0000000E+000, 6.9454846E+003
 2.6482885E+000, 5.5747303E+002, 0.0000000E+000,-1.6333382E+002,-7.6309898E-002,-4.2674938E+001,-2.1803301E-002, 1.4580630E+002, 0.0000000E+000, 5.0819760E+002, 4.9717245E+002, 0.0000000E+000, 1.1503690E-002, 0.0000000E+000, 7.6283864E+003
 2.7676229E+000, 5.4435123E+002, 0.0000000E+000,-1.4877330E+002,-7.5257336E-002,-4.3257793E+001,-2.2725395E-002, 1.3667828E+002, 0.0000000E+000, 4.8539069E+002, 4.8890044E+002, 0.0000000E+000, 1.1532241E-002, 0.0000000E+000, 8.2173805E+003
 2.8851049E+000, 5.5371107E+002, 0.0000000E+000,-1.7158678E+002,-7.5356609E-002,-4.4302241E+001,-2.2540916E-002, 1.2913795E+002, 0.0000000E+000, 4.6808842E+002, 4.6686211E+002, 0.0000000E+000, 1.1553647E-002, 0.0000000E+000, 8.7670127E+003
 3.0044668E+000, 5.8388687E+002, 0.0000000E+000,-1.6601171E+002,-7.6201917E-002,-4.6945395E+001,-2.1369607E-002, 1.4670392E+002, 0.0000000E+000, 5.1722379E+002, 5.1753611E+002, 0.0000000E+000, 1.1570685E-002, 0.0000000E+000, 9.3994562E+003
 3.1200638E+000, 4.7654768E+002, 0.0000000E+000,-1.3308566E+002,-8.3605009E-002,-4.7150561E+001,-2.1575765E-002, 1.2037051E+002, 0.0000000E+000, 4.1999822E+002, 4.1657679E+002, 0.0000000E+000, 1.1584084E-002, 0.0000000E+000, 9.9056878E+003
 3.2463748E+000, 4.6059853E+002, 0.0000000E+000,-1.3219245E+002,-7.7304611E-002,-4.6710371E+001,-2.3278654E-002, 1.1256378E+002, 0.0000000E+000, 3.9208458E+002, 3.9415890E+002, 0.0000000E+000, 1.1594938E-002, 0.0000000E+000, 1.0419253E+004
 3.3621430E+000, 5.0641871E+002, 0.0000000E+000,-1.4187882E+002,-7.3480241E-002,-4.6791842E+001,-2.3141529E-002, 1.2141968E+002, 0.0000000E+000, 4.3738306E+002, 4.3907111E+002, 0.0000000E+000, 1.1603472E-002, 0.0000000E+000, 1.0927778E+004
 3.4821341E+000, 5.7812967E+002, 0.0000000E+000,-1.6764221E+002,-7.6496289E-002,-4.7741543E+001,-2.1934910E-002, 1.3460333E+002, 0.0000000E+000, 4.8889007E+002, 4.9725082E+002, 0.0000000E+000, 1.1609992E-002, 0.0000000E+000, 1.1507451E+004
 3.6041582E+000, 7.1045721E+002, 0.0000000E+000,-2.0124475E+002,-7.2345829E-002,-5.1350177E+001,-2.1029130E-002, 1.7509667E+002, 0.0000000E+000, 6.3060861E+002, 6.3286557E+002, 0.0000000E+000, 1.1615266E-002, 0.0000000E+000, 1.2278995E+004
 3.7250364E+000, 6.3426226E+002, 0.0000000E+000,-1.8774764E+002,-7.2065568E-002,-5.2979623E+001,-2.3157222E-002, 1.5891473E+002, 0.0000000E+000, 5.5740993E+002, 5.5235451E+002, 0.0000000E+000, 1.1619447E-002, 0.0000000E+000, 1.2977156E+004
 3.8433230E+000, 5.4465298E+002, 0.0000000E+000,-1.5208685E+002,-7.1180406E-002,-5.5489974E+001,-2.4510475E-002, 1.3826539E+002, 0.0000000E+000, 4.7849696E+002, 4.7524585E+002, 0.0000000E+000, 1.1622679E-002, 0.0000000E+000, 1.3571649E+004
 3.9607821E+000, 4.8640348E+002, 0.0000000E+000,-1.4138310E+002,-7.4097638E-002,-5.4621060E+001,-2.4225384E-002, 1.1707872E+002, 0.0000000E+000, 4.0764275E+002, 4.0737971E+002, 0.0000000E+000, 1.1625196E-002, 0.0000000E+000, 1.4070183E+004
 4.0841513E+000, 5.2643611E+002, 0.0000000E+000,-1.5269882E+002,-7.2839573E-002,-5.3146261E+001,-2.3938831E-002, 1.2387830E+002, 0.0000000E+000, 4.3825672E+002, 4.4437255E+002, 0.0000000E+000, 1.1627219E-002, 0.0000000E+000, 1.4619932E+004
 4.2071843E+000, 5.9617711E+002, 0.0000000E+000,-1.8929541E+002,-7.4106835E-002,-5.4996894E+001,-2.2772600E-002, 1.3321796E+002, 0.0000000E+000, 4.8782572E+002, 4.8500589E+002, 0.0000000E+000, 1.1628838E-002, 0.0000000E+000, 1.5214520E+004
 4.3245411E+000, 5.7118355E+002, 0.0000000E+000,-1.7811329E+002,-7.8771594E-002,-5.8942681E+001,-2.2563225E-002, 1.3393552E+002, 0.0000000E+000, 4.6708956E+002, 4.6796177E+002, 0.0000000E+000, 1.1630079E-002, 0.0000000E+000, 1.5781577E+004
 4.4408650E+000, 4.9812390E+002, 0.0000000E+000,-1.4599479E+002,-7.6652334E-002,-5.9481361E+001,-2.3711452E-002, 1.2314442E+002, 0.0000000E+000, 4.2000657E+002, 4.1569181E+002, 0.0000000E+000, 1.1631032E-002, 0.0000000E+000, 1.6303004E+004
 4.5651865E+000, 5.0499397E+002, 0.0000000E+000,-1.3970787E+002,-7.8569898E-002,-5.6298842E+001,-2.4427285E-002, 1.2372787E+002, 0.0000000E+000, 4.2675596E+002, 4.3261214E+002, 0.0000000E+000, 1.1631805E-002, 0.0000000E+000, 1.6856883E+004
 4.6874056E+000, 5.8132987E+002, 0.0000000E+000,-1.7316213E+002,-6.0924054E-002,-5.3964160E+001,-2.4271929E-002, 1.3481314E+002, 0.0000000E+000, 4.8730477E+002, 4.8893153E+002, 0.0000000E+000, 1.1632426E-002, 0.0000000E+000, 1.7453011E+004
 4.8064475E+000, 5.9487478E+002, 0.0000000E+000,-1.8386053E+002,-7.1289935E-002,-5.4891112E+001,-2.3418245E-002, 1.3809946E+002, 0.0000000E+000, 4.9160737E+002, 4.9412789E+002, 0.0000000E+000, 1.1632901E-002, 0.0000000E+000, 1.8046387E+004
 4.9242625E+000, 6.2242201E+002, 0.0000000E+000,-1.9132713E+002,-6.7646456E-002,-5.6286847E+001,-2.3247189E-002, 1.4761738E+002, 0.0000000E+000, 5.2439907E+002, 5.2233453E+002, 0.0000000E+000, 1.1633267E-002, 0.0000000E+000, 1.8676762E+004
 5.0439496E+000, 4.7500292E+002, 0.0000000E+000,-1.5823025E+002,-7.9775709E-002,-5.8259117E+001,-2.1986061E-002, 1.0720542E+002, 0.0000000E+000, 3.7076915E+002, 3.6561720E+002, 0.0000000E+000, 1.1633558E-002, 0.0000000E+000, 1.9144471E+004
 5.1645861E+000, 4.8615353E+002, 0.0000000E+000,-1.4096042E+002,-7.4363266E-002,-5.8213945E+001,-2.2681654E-002, 1.1762369E+002, 0.0000000E+000, 4.0390503E+002, 4.0450581E+002, 0.0000000E+000, 1.1633789E-002, 0.0000000E+000, 1.9657827E+004
 5.2856755E+000, 4.5582736E+002, 0.0000000E+000,-1.4294145E+002,-7.9895272E-002,-5.8436289E+001,-2.4426281E-002, 1.0379374E+002, 0.0000000E+000, 3.6132957E+002, 3.5813905E+002, 0.0000000E+000, 1.1633974E-002, 0.0000000E+000, 2.0115333E+004
 5.4014077E+000, 4.4970442E+002, 0.0000000E+000,-1.4513400E+002,-5.6521064E-002,-5.7886910E+001,-2.5599884E-002, 9.6065910E+001, 0.0000000E+000, 3.3979706E+002, 3.4266730E+002, 0.0000000E+000, 1.1634116E-002, 0.0000000E+000, 2.0516670E+004
 5.5253115E+000, 5.4971390E+002, 0.0000000E+000,-1.7004863E+002,-8.5508533E-002,-5.6041380E+001,-2.5915241E-002, 1.1989033E+002, 0.0000000E+000, 4.3222594E+002, 4.4340280E+002, 0.0000000E+000, 1.1634228E-002, 0.0000000E+000, 2.1047069E+004
 5.6416359E+000, 7.1266071E+002, 0.0000000E+000,-2.2657738E+002,-8.0956518E-002,-5.6951140E+001,-2.4933748E-002, 1.6006814E+002, 0.0000000E+000, 5.8539509E+002, 5.8909444E+002, 0.0000000E+000, 1.1634317E-002, 0.0000000E+000, 2.1718163E+004
 5.7648435E+000, 6.7572175E+002, 0.0000000E+000,-2.1844728E+002,-5.5575795E-002,-5.9543517E+001,-2.5483297E-002, 1.5868038E+002, 0.0000000E+000, 5.6231275E+002, 5.5633028E+002, 0.0000000E+000, 1.1634386E-002, 0.0000000E+000, 2.2429216E+004
 5.8851523E+000, 5.6485042E+002, 0.0000000E+000,-1.7564550E+002,-6.5587013E-002,-6.1094103E+001,-2.5385448E-002, 1.3393814E+002, 0.0000000E+000, 4.6380955E+002, 4.6195799E+002, 0.0000000E+000, 1.1634442E-002, 0.0000000E+000, 2.3014208E+004
 6.0036116E+000, 5.5345053E+002, 0.0000000E+000,-1.6945301E+002,-5.7819754E-002,-6.4944632E+001,-2.5466371E-002, 1.2607663E+002, 0.0000000E+000, 4.4607619E+002, 4.4504623E+002, 0.0000000E+000, 1.1634485E-002, 0.0000000E+000, 2.3555883E+004
 6.1248212E+000, 5.5908242E+002, 0.0000000E+000,-1.7705125E+002,-6.5780712E-002,-7.0371011E+001,-2.3883013E-002, 1.2333272E+002, 0.0000000E+000, 4.3686042E+002, 4.3490322E+002, 0.0000000E+000, 1.1634519E-002, 0.0000000E+000, 2.4097902E+004
 6.2421279E+000, 4.8592638E+002, 0.0000000E+000,-1.6373563E+002,-6.4348188E-002,-7.4879708E+001,-2.3239004E-002, 9.9810986E+001, 0.0000000E+000, 3.5362767E+002, 3.4703444E+002, 0.0000000E+000, 1.1634545E-002, 0.0000000E+000, 2.4525785E+004
 6.3659453E+000, 4.5931268E+002, 0.0000000E+000,-1.5152449E+002,-7.4569059E-002,-7.4771844E+001,-2.4030135E-002, 9.2826152E+001, 0.0000000E+000, 3.2186880E+002, 3.2574390E+002, 0.0000000E+000, 1.1634567E-002, 0.0000000E+000, 2.4938913E+004
 6.4801550E+000, 4.6178598E+002, 0.0000000E+000,-1.5114539E+002,-8.1933350E-002,-7.2450403E+001,-2.4854906E-002, 9.6629106E+001, 0.0000000E+000, 3.3568591E+002, 3.3471250E+002, 0.0000000E+000, 1.1634583E-002, 0.0000000E+000, 2.5338634E+004
 6.6077662E+000, 4.9072204E+002, 0.0000000E+000,-1.5746791E+002,-9.4863970E-002,-6.9521553E+001,-2.4641746E-002, 1.0262675E+002, 0.0000000E+000, 3.5981777E+002, 3.6623982E+002, 0.0000000E+000, 1.1634596E-002, 0.0000000E+000, 2.5809063E+004
 6.7275343E+000, 5.8344684E+002, 0.0000000E+000,-1.8588421E+002,-6.9828408E-002,-6.8057624E+001,-2.5318993E-002, 1.2589565E+002, 0.0000000E+000, 4.4827977E+002, 4.5530550E+002, 0.0000000E+000, 1.1634607E-002, 0.0000000E+000, 2.6351090E+004
 6.8438921E+000, 6.0815314E+002, 0.0000000E+000,-2.0140410E+002,-7.2326675E-002,-6.7946355E+001,-2.5440825E-002, 1.3407743E+002, 0.0000000E+000, 4.7409611E+002, 4.7278236E+002, 0.0000000E+000, 1.1634614E-002, 0.0000000E+000, 2.6916160E+004
 6.9620757E+000, 6.1470285E+002, 0.0000000E+000,-1.9148701E+002,-8.6034604E-002,-6.8934687E+001,-2.5501788E-002, 1.3890942E+002, 0.0000000E+000, 4.9145372E+002, 4.9307903E+002, 0.0000000E+000, 1.1634621E-002, 0.0000000E+000, 2.7509144E+004
 7.0865707E+000, 5.4149056E+002, 0.0000000E+000,-1.8806921E+002,-8.0601874E-002,-7.0617609E+001,-2.3949913E-002, 1.1331693E+002, 0.0000000E+000, 4.0496857E+002, 3.9601612E+002, 0.0000000E+000, 1.1634626E-002, 0.0000000E+000, 2.8025798E+004
 7.2032342E+000, 4.7497695E+002, 0.0000000E+000,-1.6409366E+002,-7.4915745E-002,-7.2247451E+001,-2.3656830E-002, 9.5839785E+001, 0.0000000E+000, 3.3459755E+002, 3.3437706E+002, 0.0000000E+000, 1.1634630E-002, 0.0000000E+000, 2.8430226E+004
 7.3255486E+000, 4.9960742E+002, 0.0000000E+000,-1.6000497E+002,-6.3644204E-002,-7.2376476E+001,-2.3688485E-002, 1.0570444E+002, 0.0000000E+000, 3.7183194E+002, 3.7284308E+002, 0.0000000E+000, 1.1634633E-002, 0.0000000E+000, 2.8897169E+004
 7.4476838E+000, 4.9302763E+002, 0.0000000E+000,-1.6664370E+002,-7.0812385E-002,-7.2351715E+001,-2.5058367E-002, 1.0029440E+002, 0.0000000E+000, 3.5497952E+002, 3.5423075E+002, 0.0000000E+000, 1.1634635E-002, 0.0000000E+000, 2.9341440E+004
 7.5685291E+000, 5.1226694E+002, 0.0000000E+000,-1.7082724E+002,-5.5513133E-002,-7.0537637E+001,-2.5032699E-002, 1.0515518E+002, 0.0000000E+000, 3.7022461E+002, 3.7597670E+002, 0.0000000E+000, 1.1634637E-002, 0.0000000E+000, 2.9798336E+004
 7.6822195E+000, 5.5907115E+002, 0.0000000E+000,-1.8775474E+002,-5.7328911E-002,-7.0073470E+001,-2.3298984E-002, 1.1501699E+002, 0.0000000E+000, 4.1534751E+002, 4.1617931E+002, 0.0000000E+000, 1.1634639E-002, 0.0000000E+000, 3.0271577E+004
 7.8011160E+000, 5.4880805E+002, 0.0000000E+000,-1.8599625E+002,-7.1414888E-002,-7.1454444E+001,-2.1773971E-002, 1.1427903E+002, 0.0000000E+000, 4.0616203E+002, 4.0554319E+002, 0.0000000E+000, 1.1634640E-002, 0.0000000E+000, 3.0763769E+004
 7.9271727E+000, 5.3193607E+002, 0.0000000E+000,-1.7617111E+002,-7.6032651E-002,-7.3453685E+001,-2.2952004E-002, 1.1080333E+002, 0.0000000E+000, 3.9365726E+002, 3.9301562E+002, 0.0000000E+000, 1.1634641E-002, 0.0000000E+000, 3.1270340E+004
 8.0404329E+000, 4.8740394E+002, 0.0000000E+000,-1.7794784E+002,-7.4244049E-002,-7.5648351E+001,-2.2585843E-002, 9.0714522E+001, 0.0000000E+000, 3.2763783E+002, 3.2442544E+002, 0.0000000E+000, 1.1634641E-002, 0.0000000E+000, 3.1644427E+004
 8.1662407E+000, 4.6175745E+002, 0.0000000E+000,-1.7513327E+002,-7.8526156E-002,-7.7008173E+001,-2.3238191E-002, 7.8723831E+001, 0.0000000E+000, 2.8781482E+002, 2.8823808E+002, 0.0000000E+000, 1.1634642E-002, 0.0000000E+000, 3.2002798E+004
 8.2825441E+000, 4.7792914E+002, 0.0000000E+000,-1.7461200E+002,-7.6048767E-002,-7.9193881E+001,-2.4550965E-002, 8.6324003E+001, 0.0000000E+000, 3.0836001E+002, 3.1034666E+002, 0.0000000E+000, 1.1634642E-002, 0.0000000E+000, 3.2364442E+004
 8.4010754E+000, 5.1642333E+002, 0.0000000E+000,-1.8448332E+002,-8.1072982E-002,-8.0858418E+001,-2.4603668E-002, 9.3987171E+001, 0.0000000E+000, 3.4295020E+002, 3.4496309E+002, 0.0000000E+000, 1.1634643E-002, 0.0000000E+000, 3.2766385E+004
 8.5233917E+000, 5.6211504E+002, 0.0000000E+000,-1.9668228E+002,-7.6554445E-002,-8.2585996E+001,-2.3778525E-002, 1.0727456E+002, 0.0000000E+000, 3.8432130E+002, 3.9002100E+002, 0.0000000E+000, 1.1634643E-002, 0.0000000E+000, 3.3236840E+004
 8.6408863E+000, 6.0621182E+002, 0.0000000E+000,-2.0181008E+002,-6.9966238E-002,-8.4605628E+001,-2.3579045E-002, 1.2680032E+002, 0.0000000E+000, 4.5131583E+002, 4.4650288E+002, 0.0000000E+000, 1.1634643E-002, 0.0000000E+000, 3.3778807E+004
 8.7637653E+000, 4.9425929E+002, 0.0000000E+000,-1.7837018E+002,-8.1501849E-002,-8.3212937E+001,-2.4084073E-002, 9.4849167E+001, 0.0000000E+000, 3.3111347E+002, 3.2741975E+002, 0.0000000E+000, 1.1634643E-002, 0.0000000E+000, 3.4203682E+004
 8.8876371E+000, 5.4325172E+002, 0.0000000E+000,-1.7324464E+002,-6.7979218E-002,-8.1251598E+001,-2.4835108E-002, 1.1186402E+002, 0.0000000E+000, 3.9297882E+002, 4.0052668E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 3.4700604E+004
 9.0060511E+000, 6.5156774E+002, 0.0000000E+000,-2.0216719E+002,-7.5675370E-002,-7.8833493E+001,-2.5651708E-002, 1.4371799E+002, 0.0000000E+000, 5.0739876E+002, 5.1418372E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 3.5311976E+004
 9.1235933E+000, 6.5128144E+002, 0.0000000E+000,-2.1527582E+002,-3.7897164E-002,-7.7658151E+001,-2.5139420E-002, 1.3928373E+002, 0.0000000E+000, 5.0284883E+002, 4.9756816E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 3.5908776E+004
 9.2405701E+000, 5.9721469E+002, 0.0000000E+000,-2.2225649E+002,-5.6547504E-002,-7.9539903E+001,-2.3999526E-002, 1.1393574E+002, 0.0000000E+000, 4.1433996E+002, 4.0927349E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 3.6393957E+004
 9.3656950E+000, 5.0311734E+002, 0.0000000E+000,-1.9406015E+002,-9.3320356E-002,-8.3030447E+001,-2.5250623E-002, 8.9795039E+001, 0.0000000E+000, 3.1826027E+002, 3.1570320E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 3.6802526E+004
 9.4808884E+000, 4.9261835E+002, 0.0000000E+000,-1.7997164E+002,-1.1157324E-001,-8.4261357E+001,-2.4930576E-002, 8.9524021E+001, 0.0000000E+000, 3.1422875E+002, 3.1777287E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 3.7173685E+004
 9.6049299E+000, 5.7321826E+002, 0.0000000E+000,-1.9984430E+002,-8.5076758E-002,-8.3904629E+001,-2.3121316E-002, 1.0803640E+002, 0.0000000E+000, 3.9145380E+002, 3.9739754E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 3.7655294E+004
 9.7263880E+000, 5.1722251E+002, 0.0000000E+000,-2.0458759E+002,-9.0892218E-002,-8.3920704E+001,-2.3651552E-002, 9.1072438E+001, 0.0000000E+000, 3.2668681E+002, 3.1967211E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 3.8060103E+004
 9.8445930E+000, 5.6727740E+002, 0.0000000E+000,-1.9923598E+002,-3.2279033E-002,-8.3745516E+001,-2.4706027E-002, 1.0839486E+002, 0.0000000E+000, 3.9042278E+002, 3.9263378E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 3.8522470E+004
 9.9634542E+000, 5.6515735E+002, 0.0000000E+000,-2.0799034E+002,-6.1787048E-002,-8.3415949E+001,-2.5373660E-002, 1.0591535E+002, 0.0000000E+000, 3.8060876E+002, 3.7957926E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 3.8979033E+004
 1.0084460E+001, 5.2970166E+002, 0.0000000E+000,-2.0126606E+002,-8.5843008E-002,-8.3893369E+001,-2.5898926E-002, 9.4954900E+001, 0.0000000E+000, 3.3850115E+002, 3.3938539E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 3.9394263E+004
 1.0205731E+001, 6.0850653E+002, 0.0000000E+000,-2.1648716E+002,-6.4865155E-002,-8.4576108E+001,-2.5209021E-002, 1.1630157E+002, 0.0000000E+000, 4.1778198E+002, 4.2365476E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 3.9900317E+004
 1.0322643E+001, 5.3890916E+002, 0.0000000E+000,-2.0867275E+002,-7.9327624E-002,-8.5795618E+001,-2.5178067E-002, 1.0234283E+002, 0.0000000E+000, 3.5845254E+002, 3.4667913E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 4.0340471E+004
 1.0441615E+001, 4.4944857E+002, 0.0000000E+000,-1.7443584E+002,-2.7688073E-002,-8.5657613E+001,-2.5341030E-002, 7.6700657E+001, 0.0000000E+000, 2.6645818E+002, 2.6600274E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 4.0671783E+004
 1.0564249E+001, 4.6569526E+002, 0.0000000E+000,-1.7909089E+002,-1.0389487E-001,-8.4563786E+001,-2.5625766E-002, 7.7705048E+001, 0.0000000E+000, 2.7490027E+002, 2.7961611E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 4.1014143E+004
 1.0682364E+001, 5.2864487E+002, 0.0000000E+000,-2.0779184E+002,-1.2633382E-002,-8.4132136E+001,-2.4287578E-002, 9.0762309E+001, 0.0000000E+000, 3.2758271E+002, 3.2744629E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 4.1402753E+004
 1.0807421E+001, 5.2452783E+002, 0.0000000E+000,-2.1716420E+002,-5.9234225E-002,-8.4004974E+001,-2.4227816E-002, 8.4823326E+001, 0.0000000E+000, 3.0662683E+002, 3.0809851E+002, 0.0000000E+000, 1.1634644E-002, 0.0000000E+000, 4.1786227E+004
