Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 8.043E-01, 3.055E+02, 9.191E+01, 2.050E+02, 4.762E+01, 3.632E+01, 1.712E+01, 7.707E-03, 1.037E+02, 2.575E+01, 2.317E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.338E+02
