s,C
Time,"TEMP_CENTER"
 0.0000000E+000, 2.0000000E+001
 1.1559517E-001, 2.0000000E+001
 2.3119034E-001, 2.0000009E+001
 3.4678551E-001, 1.9999976E+001
 4.3698058E-001, 2.0000254E+001
 5.1183009E-001, 2.0000489E+001
 5.5837295E-001, 2.0000666E+001
 6.0491582E-001, 2.0006584E+001
 6.5145868E-001, 2.0012527E+001
 6.9800155E-001, 2.0018476E+001
 7.4454441E-001, 2.0033204E+001
 7.8434643E-001, 2.0045860E+001
 8.2414846E-001, 2.0058620E+001
 8.5596203E-001, 2.0078704E+001
 8.8777560E-001, 2.0099026E+001
 9.1067903E-001, 2.0113862E+001
 9.3358246E-001, 2.0133639E+001
 9.5648589E-001, 2.0153711E+001
 9.7938932E-001, 2.0174196E+001
 9.9824444E-001, 2.0201358E+001
 1.0170996E+000, 2.0229024E+001
 1.0359547E+000, 2.0257157E+001
 1.0528067E+000, 2.0291584E+001
 1.0696587E+000, 2.0326436E+001
 1.0865107E+000, 2.0361039E+001
 1.1013145E+000, 2.0398738E+001
 1.1161184E+000, 2.0437025E+001
 1.1309223E+000, 2.0476617E+001
 1.1433897E+000, 2.0517684E+001
 1.1558572E+000, 2.0562202E+001
 1.1683246E+000, 2.0646617E+001
 1.1807920E+000, 2.0890971E+001
 1.1932595E+000, 2.4793566E+001
 1.2057269E+000, 4.1509211E+001
 1.2181943E+000, 9.1486025E+001
 1.2306618E+000, 1.8471162E+002
 1.2443760E+000, 3.2185097E+002
 1.2580901E+000, 4.0001837E+002
 1.2718043E+000, 4.4352986E+002
 1.2855185E+000, 4.4260167E+002
 1.2992327E+000, 4.2173263E+002
 1.3129469E+000, 3.9076415E+002
 1.3266610E+000, 3.7930834E+002
 1.3403752E+000, 3.6915425E+002
 1.3540894E+000, 3.6471956E+002
 1.3678036E+000, 3.7279955E+002
 1.3815178E+000, 4.3175793E+002
 1.4188090E+000, 5.9251090E+002
 1.4496216E+000, 7.1927369E+002
 1.4780739E+000, 8.1512956E+002
 1.5053461E+000, 5.9530034E+002
 1.5326183E+000, 4.5625067E+002
 1.5689812E+000, 5.1482409E+002
 1.5962533E+000, 5.6665096E+002
 1.6235255E+000, 6.4496184E+002
 1.6507977E+000, 7.7542178E+002
 1.6871606E+000, 8.2996437E+002
 1.7144328E+000, 7.9010036E+002
 1.7444321E+000, 7.8769711E+002
 1.7744315E+000, 8.2437342E+002
 1.8074309E+000, 8.6349145E+002
 1.8404302E+000, 8.0307045E+002
 1.8624297E+000, 7.6379245E+002
 1.8954291E+000, 8.6646047E+002
 1.9284284E+000, 9.0293483E+002
 1.9588956E+000, 8.7193272E+002
 1.9880966E+000, 9.5428478E+002
 2.0172977E+000, 9.6158989E+002
 2.0439486E+000, 9.1159265E+002
 2.0777830E+000, 9.6375374E+002
 2.1031588E+000, 9.7312481E+002
 2.1369933E+000, 9.2997075E+002
 2.1623691E+000, 9.9022909E+002
 2.1902825E+000, 1.0121742E+003
 2.2275004E+000, 9.9856464E+002
 2.2554138E+000, 1.0491937E+003
 2.2822293E+000, 1.0527217E+003
 2.3150559E+000, 1.0122081E+003
 2.3478824E+000, 1.0492122E+003
 2.3725024E+000, 1.0628195E+003
 2.4053289E+000, 1.0538525E+003
 2.4381555E+000, 1.0605275E+003
 2.4627754E+000, 1.0901105E+003
