s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
 1.8013682E+000, 3.2040131E+002, 0.0000000E+000,-1.0587632E+002,-5.5698717E-002,-2.0545817E+001,-1.8317471E-002, 7.7946650E+001, 0.0000000E+000, 2.7912919E+002, 2.7185180E+002, 0.0000000E+000, 9.0714389E-003, 0.0000000E+000, 3.3399113E+003
 1.9212600E+000, 2.8615859E+002, 0.0000000E+000,-8.0120380E+001,-6.0851408E-002,-2.2293607E+001,-1.8044084E-002, 7.2071390E+001, 0.0000000E+000, 2.5081769E+002, 2.5573710E+002, 0.0000000E+000, 9.1910120E-003, 0.0000000E+000, 3.6494755E+003
 2.0454178E+000, 3.7768866E+002, 0.0000000E+000,-1.0376816E+002,-5.8447981E-002,-2.4940659E+001,-1.8962954E-002, 9.3025672E+001, 0.0000000E+000, 3.3733872E+002, 3.4192810E+002, 0.0000000E+000, 9.2876465E-003, 0.0000000E+000, 4.0645260E+003
 2.1602287E+000, 4.1798217E+002, 0.0000000E+000,-1.2509986E+002,-5.7972466E-002,-2.7423443E+001,-1.8776761E-002, 1.0295012E+002, 0.0000000E+000, 3.6786678E+002, 3.6833224E+002, 0.0000000E+000, 9.3625470E-003, 0.0000000E+000, 4.4916169E+003
 2.2823291E+000, 4.4339714E+002, 0.0000000E+000,-1.2374659E+002,-5.9447780E-002,-3.0274544E+001,-2.0102995E-002, 1.1392290E+002, 0.0000000E+000, 4.0183767E+002, 4.0321934E+002, 0.0000000E+000, 9.4212050E-003, 0.0000000E+000, 4.9935948E+003
 2.4004190E+000, 4.4003008E+002, 0.0000000E+000,-1.1975615E+002,-6.3799055E-002,-3.1771937E+001,-2.0562537E-002, 1.1280687E+002, 0.0000000E+000, 3.9794433E+002, 4.0122450E+002, 0.0000000E+000, 9.4684717E-003, 0.0000000E+000, 5.4744001E+003
 2.5238061E+000, 5.5312811E+002, 0.0000000E+000,-1.5889259E+002,-5.6143729E-002,-3.2425407E+001,-2.1625739E-002, 1.3539719E+002, 0.0000000E+000, 4.9384271E+002, 4.9712954E+002, 0.0000000E+000, 9.5057251E-003, 0.0000000E+000, 6.0770962E+003
 2.6426768E+000, 5.9976668E+002, 0.0000000E+000,-1.8571218E+002,-6.0424011E-002,-3.4900210E+001,-2.1682652E-002, 1.4316562E+002, 0.0000000E+000, 5.1865804E+002, 5.2223780E+002, 0.0000000E+000, 9.5353875E-003, 0.0000000E+000, 6.6901685E+003
 2.7605121E+000, 5.5838727E+002, 0.0000000E+000,-1.7131324E+002,-6.1875994E-002,-3.8925127E+001,-2.0657332E-002, 1.4107897E+002, 0.0000000E+000, 4.9571473E+002, 4.8914534E+002, 0.0000000E+000, 9.5581952E-003, 0.0000000E+000, 7.2953128E+003
 2.8813205E+000, 3.9306780E+002, 0.0000000E+000,-1.1363835E+002,-5.7500505E-002,-4.1474948E+001,-2.0474407E-002, 1.0400724E+002, 0.0000000E+000, 3.4985892E+002, 3.4188376E+002, 0.0000000E+000, 9.5763982E-003, 0.0000000E+000, 7.7550408E+003
 3.0040982E+000, 3.4663174E+002, 0.0000000E+000,-8.9884552E+001,-6.1955370E-002,-4.1800468E+001,-1.9586029E-002, 9.0035415E+001, 0.0000000E+000, 3.0396943E+002, 3.0490059E+002, 0.0000000E+000, 9.5910267E-003, 0.0000000E+000, 8.1546681E+003
 3.1231115E+000, 3.9280950E+002, 0.0000000E+000,-9.9005730E+001,-5.7129977E-002,-4.1094970E+001,-1.8628557E-002, 1.0232296E+002, 0.0000000E+000, 3.5209229E+002, 3.5495600E+002, 0.0000000E+000, 9.6024469E-003, 0.0000000E+000, 8.5936031E+003
 3.2442889E+000, 3.4524248E+002, 0.0000000E+000,-1.0238857E+002,-5.9344425E-002,-4.1041929E+001,-1.8977771E-002, 8.2504189E+001, 0.0000000E+000, 2.9037240E+002, 2.8423785E+002, 0.0000000E+000, 9.6113577E-003, 0.0000000E+000, 8.9599293E+003
 3.3618453E+000, 3.2054269E+002, 0.0000000E+000,-9.3890740E+001,-6.3036319E-002,-4.0469065E+001,-1.9035353E-002, 7.3183427E+001, 0.0000000E+000, 2.5651157E+002, 2.5928424E+002, 0.0000000E+000, 9.6183295E-003, 0.0000000E+000, 9.2695949E+003
 3.4834599E+000, 4.5941791E+002, 0.0000000E+000,-1.2201494E+002,-5.7812272E-002,-3.9852761E+001,-2.0019127E-002, 1.1192570E+002, 0.0000000E+000, 3.9947656E+002, 4.0939806E+002, 0.0000000E+000, 9.6238480E-003, 0.0000000E+000, 9.7558822E+003
 3.6046760E+000, 4.9009717E+002, 0.0000000E+000,-1.5593258E+002,-6.0271289E-002,-4.1598600E+001,-2.0728442E-002, 1.1380121E+002, 0.0000000E+000, 4.1222300E+002, 4.0628620E+002, 0.0000000E+000, 9.6282513E-003, 0.0000000E+000, 1.0259123E+004
 3.7243760E+000, 4.5613727E+002, 0.0000000E+000,-1.4824431E+002,-5.9948136E-002,-4.4520988E+001,-2.0647542E-002, 9.9818231E+001, 0.0000000E+000, 3.6384329E+002, 3.6310961E+002, 0.0000000E+000, 9.6316587E-003, 0.0000000E+000, 1.0692429E+004
 3.8431783E+000, 4.9923970E+002, 0.0000000E+000,-1.4799395E+002,-6.2723569E-002,-4.7540837E+001,-2.0383371E-002, 1.1482014E+002, 0.0000000E+000, 4.0958723E+002, 4.1844195E+002, 0.0000000E+000, 9.6343121E-003, 0.0000000E+000, 1.1179660E+004
 3.9637899E+000, 5.1838535E+002, 0.0000000E+000,-1.4909920E+002,-5.4889646E-002,-5.0016282E+001,-1.9933559E-002, 1.3017722E+002, 0.0000000E+000, 4.5674620E+002, 4.4937226E+002, 0.0000000E+000, 9.6364278E-003, 0.0000000E+000, 1.1751931E+004
 4.0826073E+000, 4.4415302E+002, 0.0000000E+000,-1.2061636E+002,-6.5848024E-002,-4.7928020E+001,-2.0506735E-002, 1.1161469E+002, 0.0000000E+000, 3.8480977E+002, 3.8713698E+002, 0.0000000E+000, 9.6380982E-003, 0.0000000E+000, 1.2231224E+004
 4.2012286E+000, 4.6597664E+002, 0.0000000E+000,-1.3532348E+002,-5.5456643E-002,-4.7519681E+001,-2.1237108E-002, 1.1285230E+002, 0.0000000E+000, 3.9874888E+002, 3.9590909E+002, 0.0000000E+000, 9.6393988E-003, 0.0000000E+000, 1.2717079E+004
 4.3214316E+000, 4.3328355E+002, 0.0000000E+000,-1.2525467E+002,-5.9015731E-002,-4.7367716E+001,-2.1407283E-002, 1.0653867E+002, 0.0000000E+000, 3.6864892E+002, 3.6711941E+002, 0.0000000E+000, 9.6404277E-003, 0.0000000E+000, 1.3182068E+004
 4.4415770E+000, 4.5691601E+002, 0.0000000E+000,-1.2738587E+002,-6.9766113E-002,-4.6925008E+001,-2.0875236E-002, 1.1169509E+002, 0.0000000E+000, 3.8524171E+002, 3.9420958E+002, 0.0000000E+000, 9.6412413E-003, 0.0000000E+000, 1.3662226E+004
 4.5628405E+000, 5.2689195E+002, 0.0000000E+000,-1.4499132E+002,-6.1686608E-002,-4.5905108E+001,-2.0901540E-002, 1.3282431E+002, 0.0000000E+000, 4.6704259E+002, 4.6873725E+002, 0.0000000E+000, 9.6418826E-003, 0.0000000E+000, 1.4244386E+004
 4.6828213E+000, 5.3834676E+002, 0.0000000E+000,-1.6405127E+002,-5.4927102E-002,-4.6105284E+001,-2.0375574E-002, 1.2960783E+002, 0.0000000E+000, 4.6482859E+002, 4.5772274E+002, 0.0000000E+000, 9.6423890E-003, 0.0000000E+000, 1.4811591E+004
 4.8046956E+000, 3.8334627E+002, 0.0000000E+000,-1.2339317E+002,-6.3516827E-002,-4.5367740E+001,-2.0273950E-002, 9.1400856E+001, 0.0000000E+000, 3.0977384E+002, 3.0590242E+002, 0.0000000E+000, 9.6427872E-003, 0.0000000E+000, 1.5217432E+004
 4.9215384E+000, 3.2361622E+002, 0.0000000E+000,-9.5105399E+001,-6.5062698E-002,-4.4252761E+001,-2.0414884E-002, 7.8292116E+001, 0.0000000E+000, 2.6289628E+002, 2.6246470E+002, 0.0000000E+000, 9.6430971E-003, 0.0000000E+000, 1.5549161E+004
 5.0463014E+000, 4.0019798E+002, 0.0000000E+000,-1.0627179E+002,-5.8298020E-002,-4.3945532E+001,-2.0436914E-002, 9.7301877E+001, 0.0000000E+000, 3.3952892E+002, 3.4720380E+002, 0.0000000E+000, 9.6433430E-003, 0.0000000E+000, 1.5983786E+004
 5.1603146E+000, 5.0135713E+002, 0.0000000E+000,-1.3969456E+002,-5.6872003E-002,-4.4338741E+001,-2.0826587E-002, 1.2331865E+002, 0.0000000E+000, 4.3506248E+002, 4.4056477E+002, 0.0000000E+000, 9.6435346E-003, 0.0000000E+000, 1.6489810E+004
 5.2829776E+000, 4.9952211E+002, 0.0000000E+000,-1.6042654E+002,-5.6342188E-002,-4.5806571E+001,-2.0594650E-002, 1.1355139E+002, 0.0000000E+000, 4.1193013E+002, 4.0676344E+002, 0.0000000E+000, 9.6436830E-003, 0.0000000E+000, 1.6997743E+004
 5.4035516E+000, 3.9598875E+002, 0.0000000E+000,-1.3706739E+002,-6.5848602E-002,-4.8825513E+001,-1.9789693E-002, 8.4597378E+001, 0.0000000E+000, 2.9793967E+002, 2.9460759E+002, 0.0000000E+000, 9.6438036E-003, 0.0000000E+000, 1.7368896E+004
 5.5249500E+000, 3.8345351E+002, 0.0000000E+000,-1.1700145E+002,-6.1907839E-002,-5.0103443E+001,-2.0073374E-002, 8.5750848E+001, 0.0000000E+000, 3.0087359E+002, 3.0201749E+002, 0.0000000E+000, 9.6438977E-003, 0.0000000E+000, 1.7745016E+004
 5.6483002E+000, 4.4482755E+002, 0.0000000E+000,-1.2914020E+002,-5.8611379E-002,-5.1436887E+001,-2.1268207E-002, 1.0091049E+002, 0.0000000E+000, 3.6037187E+002, 3.6508107E+002, 0.0000000E+000, 9.6439726E-003, 0.0000000E+000, 1.8192220E+004
 5.7623248E+000, 4.9987645E+002, 0.0000000E+000,-1.4693755E+002,-5.9208230E-002,-5.3732581E+001,-2.0775720E-002, 1.1509472E+002, 0.0000000E+000, 4.0998245E+002, 4.1422105E+002, 0.0000000E+000, 9.6440297E-003, 0.0000000E+000, 1.8664612E+004
 5.8808436E+000, 5.1408466E+002, 0.0000000E+000,-1.6085467E+002,-6.1432276E-002,-5.7245290E+001,-2.0915705E-002, 1.1666631E+002, 0.0000000E+000, 4.1679324E+002, 4.1256866E+002, 0.0000000E+000, 9.6440736E-003, 0.0000000E+000, 1.9167732E+004
 6.0002351E+000, 4.5922213E+002, 0.0000000E+000,-1.4344186E+002,-5.5750445E-002,-5.8925908E+001,-2.1225130E-002, 1.0402418E+002, 0.0000000E+000, 3.6094946E+002, 3.6080157E+002, 0.0000000E+000, 9.6441093E-003, 0.0000000E+000, 1.9617422E+004
 6.1250672E+000, 4.1943816E+002, 0.0000000E+000,-1.3569202E+002,-6.3166700E-002,-5.8266368E+001,-2.0656012E-002, 9.1257965E+001, 0.0000000E+000, 3.2037207E+002, 3.1665391E+002, 0.0000000E+000, 9.6441381E-003, 0.0000000E+000, 2.0032587E+004
 6.2415771E+000, 4.0024948E+002, 0.0000000E+000,-1.3698111E+002,-6.3801761E-002,-5.7705297E+001,-2.1434613E-002, 7.7742389E+001, 0.0000000E+000, 2.8358748E+002, 2.8322022E+002, 0.0000000E+000, 9.6441605E-003, 0.0000000E+000, 2.0361234E+004
 6.3623419E+000, 4.1497344E+002, 0.0000000E+000,-1.3764683E+002,-7.2818031E-002,-5.8903402E+001,-2.1496232E-002, 8.2715067E+001, 0.0000000E+000, 2.9612362E+002, 3.0104396E+002, 0.0000000E+000, 9.6441776E-003, 0.0000000E+000, 2.0719332E+004
 6.4839115E+000, 5.3170931E+002, 0.0000000E+000,-1.5045627E+002,-4.6792090E-002,-6.2242965E+001,-2.1544555E-002, 1.2434246E+002, 0.0000000E+000, 4.4018591E+002, 4.4328420E+002, 0.0000000E+000, 9.6441915E-003, 0.0000000E+000, 2.1263917E+004
 6.6081257E+000, 4.6150614E+002, 0.0000000E+000,-1.4090265E+002,-6.0977855E-002,-6.3522899E+001,-2.1043654E-002, 1.0579360E+002, 0.0000000E+000, 3.6477557E+002, 3.6279217E+002, 0.0000000E+000, 9.6442025E-003, 0.0000000E+000, 2.1741477E+004
 6.7240582E+000, 4.1729263E+002, 0.0000000E+000,-1.2869146E+002,-6.1368205E-002,-6.2014327E+001,-2.0793687E-002, 9.3746912E+001, 0.0000000E+000, 3.2444966E+002, 3.2025159E+002, 0.0000000E+000, 9.6442110E-003, 0.0000000E+000, 2.2137548E+004
 6.8408194E+000, 4.3595400E+002, 0.0000000E+000,-1.2997315E+002,-5.7143103E-002,-6.1610759E+001,-2.1901013E-002, 9.6225832E+001, 0.0000000E+000, 3.3869376E+002, 3.4051688E+002, 0.0000000E+000, 9.6442175E-003, 0.0000000E+000, 2.2543356E+004
 6.9642906E+000, 4.3675267E+002, 0.0000000E+000,-1.4189023E+002,-5.7218429E-002,-6.1756114E+001,-2.2079421E-002, 8.9843624E+001, 0.0000000E+000, 3.2345665E+002, 3.2287065E+002, 0.0000000E+000, 9.6442227E-003, 0.0000000E+000, 2.2945724E+004
 7.0813394E+000, 4.4566756E+002, 0.0000000E+000,-1.5128665E+002,-5.9807522E-002,-6.1033639E+001,-2.1551003E-002, 8.6653851E+001, 0.0000000E+000, 3.1828596E+002, 3.1991976E+002, 0.0000000E+000, 9.6442269E-003, 0.0000000E+000, 2.3311845E+004
 7.2015591E+000, 5.1211231E+002, 0.0000000E+000,-1.6131004E+002,-3.9726776E-002,-6.2199317E+001,-2.1667312E-002, 1.1061770E+002, 0.0000000E+000, 3.9857171E+002, 3.9915925E+002, 0.0000000E+000, 9.6442301E-003, 0.0000000E+000, 2.3791607E+004
 7.3224707E+000, 4.0724778E+002, 0.0000000E+000,-1.3518885E+002,-5.9173921E-002,-6.2274920E+001,-2.2024757E-002, 8.6564957E+001, 0.0000000E+000, 2.9976940E+002, 2.9626777E+002, 0.0000000E+000, 9.6442327E-003, 0.0000000E+000, 2.4173004E+004
 7.4447713E+000, 4.1224162E+002, 0.0000000E+000,-1.2611747E+002,-5.5639852E-002,-6.1709761E+001,-2.0592268E-002, 8.7742970E+001, 0.0000000E+000, 3.1001161E+002, 3.1208113E+002, 0.0000000E+000, 9.6442347E-003, 0.0000000E+000, 2.4560418E+004
 7.5670724E+000, 4.4236580E+002, 0.0000000E+000,-1.4431223E+002,-5.4338957E-002,-6.1796108E+001,-2.0078855E-002, 9.0485082E+001, 0.0000000E+000, 3.2882102E+002, 3.2666812E+002, 0.0000000E+000, 9.6442363E-003, 0.0000000E+000, 2.4962503E+004
 7.6858706E+000, 3.8501987E+002, 0.0000000E+000,-1.3320941E+002,-6.1759055E-002,-6.3214144E+001,-2.0641268E-002, 7.5875569E+001, 0.0000000E+000, 2.6631033E+002, 2.6438949E+002, 0.0000000E+000, 9.6442375E-003, 0.0000000E+000, 2.5289174E+004
 7.8076296E+000, 4.1480882E+002, 0.0000000E+000,-1.2917457E+002,-6.3612359E-002,-6.3118421E+001,-2.0201893E-002, 8.5841802E+001, 0.0000000E+000, 3.0353514E+002, 3.0827382E+002, 0.0000000E+000, 9.6442385E-003, 0.0000000E+000, 2.5664461E+004
 7.9222817E+000, 5.0399486E+002, 0.0000000E+000,-1.5905185E+002,-7.0742842E-002,-6.4022079E+001,-2.0498310E-002, 1.0688090E+002, 0.0000000E+000, 3.8396814E+002, 3.8771060E+002, 0.0000000E+000, 9.6442393E-003, 0.0000000E+000, 2.6105127E+004
 8.0441933E+000, 4.8607953E+002, 0.0000000E+000,-1.6110647E+002,-5.1248199E-002,-6.5545056E+001,-2.0939279E-002, 1.0507421E+002, 0.0000000E+000, 3.6872765E+002, 3.6443003E+002, 0.0000000E+000, 9.6442399E-003, 0.0000000E+000, 2.6571402E+004
 8.1621532E+000, 3.9365118E+002, 0.0000000E+000,-1.3752726E+002,-6.0578628E-002,-6.3781369E+001,-2.1159953E-002, 7.9136780E+001, 0.0000000E+000, 2.7343593E+002, 2.7139760E+002, 0.0000000E+000, 9.6442403E-003, 0.0000000E+000, 2.6911046E+004
 8.2824001E+000, 4.3132089E+002, 0.0000000E+000,-1.3928647E+002,-4.8966224E-002,-6.3818665E+001,-2.1225999E-002, 8.7357183E+001, 0.0000000E+000, 3.1217435E+002, 3.1550274E+002, 0.0000000E+000, 9.6442407E-003, 0.0000000E+000, 2.7289411E+004
 8.4066114E+000, 4.9929274E+002, 0.0000000E+000,-1.6370148E+002,-6.1765594E-002,-6.5958766E+001,-2.1361162E-002, 9.9367748E+001, 0.0000000E+000, 3.6293312E+002, 3.6891711E+002, 0.0000000E+000, 9.6442410E-003, 0.0000000E+000, 2.7732627E+004
 8.5234232E+000, 4.8251358E+002, 0.0000000E+000,-1.7313045E+002,-5.4123741E-002,-6.9023806E+001,-2.1066165E-002, 9.6862045E+001, 0.0000000E+000, 3.4468859E+002, 3.3714618E+002, 0.0000000E+000, 9.6442413E-003, 0.0000000E+000, 2.8146086E+004
 8.6455860E+000, 3.9118317E+002, 0.0000000E+000,-1.3151815E+002,-7.2672685E-002,-6.6987185E+001,-2.1727524E-002, 7.8318259E+001, 0.0000000E+000, 2.7061264E+002, 2.7090170E+002, 0.0000000E+000, 9.6442414E-003, 0.0000000E+000, 2.8492444E+004
 8.7626772E+000, 3.9360193E+002, 0.0000000E+000,-1.3533221E+002,-6.7736361E-002,-6.5628624E+001,-2.1974662E-002, 7.5835900E+001, 0.0000000E+000, 2.6881680E+002, 2.6838729E+002, 0.0000000E+000, 9.6442416E-003, 0.0000000E+000, 2.8814364E+004
 8.8809290E+000, 4.0946671E+002, 0.0000000E+000,-1.3842068E+002,-7.3436397E-002,-6.5298779E+001,-2.1470428E-002, 8.0080965E+001, 0.0000000E+000, 2.8253082E+002, 2.8573331E+002, 0.0000000E+000, 9.6442417E-003, 0.0000000E+000, 2.9155364E+004
 9.0058308E+000, 4.7301315E+002, 0.0000000E+000,-1.5311228E+002,-5.5598036E-002,-6.4531162E+001,-2.0925377E-002, 9.7787656E+001, 0.0000000E+000, 3.4961444E+002, 3.5308084E+002, 0.0000000E+000, 9.6442418E-003, 0.0000000E+000, 2.9595367E+004
 9.1270800E+000, 4.3688636E+002, 0.0000000E+000,-1.5509576E+002,-7.0856302E-002,-6.4446171E+001,-2.0388796E-002, 8.5911347E+001, 0.0000000E+000, 3.0580281E+002, 3.0316454E+002, 0.0000000E+000, 9.6442418E-003, 0.0000000E+000, 2.9974204E+004
 9.2432175E+000, 4.3233856E+002, 0.0000000E+000,-1.4529712E+002,-5.5403582E-002,-6.5786732E+001,-2.1059430E-002, 8.6501391E+001, 0.0000000E+000, 3.0487916E+002, 3.0767964E+002, 0.0000000E+000, 9.6442419E-003, 0.0000000E+000, 3.0336128E+004
 9.3643332E+000, 4.4603285E+002, 0.0000000E+000,-1.5168516E+002,-6.3686660E-002,-6.6799221E+001,-2.1952008E-002, 8.8657867E+001, 0.0000000E+000, 3.1752588E+002, 3.1612070E+002, 0.0000000E+000, 9.6442419E-003, 0.0000000E+000, 3.0725510E+004
 9.4829597E+000, 4.5995290E+002, 0.0000000E+000,-1.5787186E+002,-4.3844339E-002,-6.7800366E+001,-2.1660712E-002, 8.9696410E+001, 0.0000000E+000, 3.2303853E+002, 3.2391158E+002, 0.0000000E+000, 9.6442420E-003, 0.0000000E+000, 3.1109897E+004
 9.6055069E+000, 4.9607618E+002, 0.0000000E+000,-1.6648498E+002,-5.9686526E-002,-6.8865680E+001,-2.2077717E-002, 9.7419255E+001, 0.0000000E+000, 3.5352850E+002, 3.5806301E+002, 0.0000000E+000, 9.6442420E-003, 0.0000000E+000, 3.1539434E+004
 9.7224188E+000, 5.0423399E+002, 0.0000000E+000,-1.7861014E+002,-5.5207838E-002,-7.0532219E+001,-2.0833283E-002, 1.0212321E+002, 0.0000000E+000, 3.6290844E+002, 3.5713880E+002, 0.0000000E+000, 9.6442420E-003, 0.0000000E+000, 3.1974053E+004
 9.8474598E+000, 4.3154078E+002, 0.0000000E+000,-1.4194429E+002,-6.2871310E-002,-7.0504482E+001,-2.0311318E-002, 8.9917340E+001, 0.0000000E+000, 3.0726923E+002, 3.0892616E+002, 0.0000000E+000, 9.6442420E-003, 0.0000000E+000, 3.2380008E+004
 9.9603863E+000, 4.4130329E+002, 0.0000000E+000,-1.4292890E+002,-7.6450796E-002,-6.9577499E+001,-2.0821218E-002, 9.1422580E+001, 0.0000000E+000, 3.1812627E+002, 3.2012220E+002, 0.0000000E+000, 9.6442421E-003, 0.0000000E+000, 3.2753019E+004
 1.0087179E+001, 4.5825878E+002, 0.0000000E+000,-1.5257483E+002,-3.3619862E-002,-6.9368321E+001,-2.1126783E-002, 9.4022991E+001, 0.0000000E+000, 3.3501448E+002, 3.3028388E+002, 0.0000000E+000, 9.6442421E-003, 0.0000000E+000, 3.3187740E+004
 1.0207009E+001, 4.1198086E+002, 0.0000000E+000,-1.4157228E+002,-7.4370118E-002,-7.0586362E+001,-2.0204087E-002, 7.7743448E+001, 0.0000000E+000, 2.7488905E+002, 2.7747108E+002, 0.0000000E+000, 9.6442421E-003, 0.0000000E+000, 3.3524037E+004
 1.0324759E+001, 4.4076843E+002, 0.0000000E+000,-1.6482664E+002,-5.7964716E-002,-7.3001364E+001,-2.0959932E-002, 7.7412078E+001, 0.0000000E+000, 2.8342202E+002, 2.8027357E+002, 0.0000000E+000, 9.6442421E-003, 0.0000000E+000, 3.3855606E+004
 1.0444880E+001, 4.3852648E+002, 0.0000000E+000,-1.5473278E+002,-6.8204540E-002,-7.4862628E+001,-2.0926794E-002, 8.0629759E+001, 0.0000000E+000, 2.8549086E+002, 2.8947171E+002, 0.0000000E+000, 9.6442421E-003, 0.0000000E+000, 3.4203240E+004
 1.0565638E+001, 4.3955083E+002, 0.0000000E+000,-1.6142119E+002,-1.0478903E-001,-7.6261885E+001,-2.1525511E-002, 7.9183703E+001, 0.0000000E+000, 2.8301506E+002, 2.8092515E+002, 0.0000000E+000, 9.6442421E-003, 0.0000000E+000, 3.4550533E+004
 1.0685336E+001, 4.4751123E+002, 0.0000000E+000,-1.6496075E+002,-5.1069255E-002,-7.7261168E+001,-2.1333903E-002, 7.9228056E+001, 0.0000000E+000, 2.8348718E+002, 2.8444497E+002, 0.0000000E+000, 9.6442421E-003, 0.0000000E+000, 3.4893074E+004
 1.0805631E+001, 4.7049429E+002, 0.0000000E+000,-1.7301382E+002,-2.7862031E-002,-7.8540341E+001,-2.2207481E-002, 8.4673353E+001, 0.0000000E+000, 3.0129869E+002, 3.0356341E+002, 0.0000000E+000, 9.6442421E-003, 0.0000000E+000, 3.5260033E+004
