s,C
Time,"TC_Door_Top"
 0.0000000E+000, 2.0000000E+001
 2.0612660E-001, 2.0000014E+001
 3.0918990E-001, 2.0048936E+001
 3.7363911E-001, 2.0099508E+001
 4.9077934E-001, 2.0171647E+001
 6.1385784E-001, 2.0222421E+001
 7.2599964E-001, 2.0310532E+001
 8.4001576E-001, 2.0447434E+001
 9.6081469E-001, 2.0659368E+001
 1.0840862E+000, 2.0921342E+001
 1.2073716E+000, 2.1199913E+001
 1.3207834E+000, 2.1446166E+001
 1.4440685E+000, 2.1728948E+001
 1.5643330E+000, 2.2063491E+001
 1.6826614E+000, 2.2376029E+001
 1.8051536E+000, 2.2733330E+001
 1.9254948E+000, 2.3105701E+001
 2.0405105E+000, 2.3445446E+001
 2.1627025E+000, 2.3785655E+001
 2.2833568E+000, 2.4225541E+001
 2.4061234E+000, 2.4731884E+001
 2.5209868E+000, 2.5163133E+001
 2.6403073E+000, 2.5553535E+001
 2.7622359E+000, 2.5840977E+001
 2.8831946E+000, 3.4768450E+001
 3.0010092E+000, 4.1541290E+001
 3.1257729E+000, 3.5955819E+001
 3.2410545E+000, 4.5284719E+001
 3.3673158E+000, 4.8766184E+001
 3.4819957E+000, 5.4544937E+001
 3.6044042E+000, 8.7149232E+001
 3.7210767E+000, 1.0640541E+002
 3.8413675E+000, 1.4066204E+002
 3.9652594E+000, 1.5549769E+002
 4.0824775E+000, 1.5014343E+002
 4.2045715E+000, 1.5650629E+002
 4.3207464E+000, 1.8164174E+002
 4.4454900E+000, 1.9556413E+002
 4.5642155E+000, 2.0014710E+002
 4.6829410E+000, 2.2672615E+002
 4.8042566E+000, 2.4186636E+002
 4.9225522E+000, 2.3868303E+002
 5.0403220E+000, 2.3686746E+002
 5.1611938E+000, 2.2595130E+002
 5.2860905E+000, 2.1953780E+002
 5.4012956E+000, 2.5426755E+002
 5.5248225E+000, 2.4825062E+002
 5.6420329E+000, 2.4088833E+002
 5.7600391E+000, 2.6298724E+002
 5.8832026E+000, 2.7221292E+002
 6.0071469E+000, 2.6996963E+002
 6.1215384E+000, 2.6966278E+002
 6.2430793E+000, 2.7029029E+002
 6.3684094E+000, 2.7352922E+002
 6.4841270E+000, 2.8799665E+002
 6.6065800E+000, 2.9655130E+002
 6.7265169E+000, 2.8896418E+002
 6.8447799E+000, 2.7469317E+002
 6.9639548E+000, 2.4516815E+002
 7.0862126E+000, 2.1457927E+002
 7.2075393E+000, 2.0984520E+002
 7.3201998E+000, 2.0451288E+002
 7.4440617E+000, 2.2227302E+002
 7.5601214E+000, 2.6674438E+002
 7.6847973E+000, 2.8647641E+002
 7.8047170E+000, 2.9379388E+002
 7.9282286E+000, 2.9939428E+002
 8.0483585E+000, 3.1408023E+002
 8.1645826E+000, 2.9588866E+002
 8.2848531E+000, 3.0302264E+002
 8.4035539E+000, 3.0792138E+002
 8.5270385E+000, 3.1445881E+002
 8.6423205E+000, 3.1930074E+002
 8.7609986E+000, 3.1723175E+002
 8.8816890E+000, 3.1340430E+002
 9.0038603E+000, 3.0624526E+002
 9.1205158E+000, 3.1155386E+002
 9.2476836E+000, 3.1243507E+002
 9.3684930E+000, 3.0599479E+002
 9.4846467E+000, 2.9817102E+002
 9.6013940E+000, 2.9427217E+002
 9.7262018E+000, 3.0121342E+002
 9.8468720E+000, 3.0563266E+002
 9.9656477E+000, 3.1395948E+002
 1.0087487E+001, 3.1941484E+002
 1.0200411E+001, 3.1785629E+002
 1.0321176E+001, 3.1563820E+002
 1.0447871E+001, 3.2196329E+002
 1.0567790E+001, 3.2673290E+002
 1.0686821E+001, 3.2973937E+002
 1.0801984E+001, 3.3483641E+002
 1.0920156E+001, 3.5140089E+002
