s,C
Time,"TEMP_CENTER"
 0.0000000E+000, 2.0000000E+001
 1.1559517E-001, 2.0000000E+001
 2.3119034E-001, 2.0000009E+001
 3.4678551E-001, 2.0000006E+001
 4.6238068E-001, 2.0000010E+001
 5.6293161E-001, 2.0000012E+001
 6.2562553E-001, 2.0000019E+001
 6.8299862E-001, 2.0000257E+001
 7.3404375E-001, 2.0000475E+001
 7.8508888E-001, 2.0000687E+001
 8.3613401E-001, 2.0002737E+001
 8.7107787E-001, 2.0004140E+001
 9.0602174E-001, 2.0005544E+001
 9.4096560E-001, 2.0011975E+001
 9.6862938E-001, 2.0017074E+001
 9.9629316E-001, 2.0022182E+001
 1.0239569E+000, 2.0031576E+001
 1.0463844E+000, 2.0039211E+001
 1.0662748E+000, 2.0046000E+001
 1.0861652E+000, 2.0053164E+001
 1.1060555E+000, 2.0060352E+001
 1.1228259E+000, 2.0066435E+001
 1.1395962E+000, 2.0073027E+001
 1.1563666E+000, 2.0079646E+001
 1.1731369E+000, 2.0086293E+001
 1.1899073E+000, 2.0094989E+001
 1.2066776E+000, 2.0103723E+001
 1.2234480E+000, 2.0112499E+001
 1.2402183E+000, 2.0121369E+001
 1.2569887E+000, 2.0130292E+001
 1.2737590E+000, 2.0139271E+001
 1.2905294E+000, 2.0147904E+001
 1.3072997E+000, 2.0156603E+001
 1.3240701E+000, 2.0165377E+001
 1.3408404E+000, 2.0174405E+001
 1.3576108E+000, 2.0183477E+001
 1.3743811E+000, 2.0192555E+001
 1.3911514E+000, 2.0202030E+001
 1.4079218E+000, 2.0211203E+001
 1.4246921E+000, 2.0220260E+001
 1.4414625E+000, 2.0230509E+001
 1.4582328E+000, 2.0240765E+001
 1.4750032E+000, 2.0251129E+001
 1.4917735E+000, 2.0261754E+001
 1.5085439E+000, 2.0272295E+001
 1.5253142E+000, 2.0282729E+001
 1.5398403E+000, 2.0291962E+001
 1.5543663E+000, 2.0301558E+001
 1.5688924E+000, 2.0311647E+001
 1.5834184E+000, 2.0322724E+001
 1.5979445E+000, 2.0334203E+001
 1.6124706E+000, 2.0345975E+001
 1.6269966E+000, 2.0358807E+001
 1.6415227E+000, 2.0371754E+001
 1.6560487E+000, 2.0384749E+001
 1.6705748E+000, 2.0396684E+001
 1.6851008E+000, 2.0408653E+001
 1.7141530E+000, 2.0426733E+001
 1.7432051E+000, 2.0451192E+001
 1.7722572E+000, 2.0476583E+001
 1.8013093E+000, 2.0502215E+001
 1.8303614E+000, 2.0526877E+001
 1.8739396E+000, 2.0554185E+001
 1.9029917E+000, 2.0579590E+001
 1.9320438E+000, 2.0597882E+001
 1.9610959E+000, 2.0613537E+001
 1.9901480E+000, 2.0625984E+001
 2.0177473E+000, 2.0634832E+001
 2.0438937E+000, 2.0640758E+001
 2.0700401E+000, 2.0645476E+001
 2.1092597E+000, 2.0650382E+001
 2.1354061E+000, 2.0654476E+001
 2.1615525E+000, 2.0657128E+001
 2.2007722E+000, 2.0660709E+001
 2.2269186E+000, 2.0665057E+001
 2.2530650E+000, 2.0669242E+001
 2.2922846E+000, 2.0675334E+001
 2.3170197E+000, 2.0682024E+001
 2.3403434E+000, 2.0687740E+001
 2.3788275E+000, 2.0696101E+001
 2.4070492E+000, 2.0705803E+001
 2.4352710E+000, 2.0714503E+001
 2.4634927E+000, 2.0723755E+001
