Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 8.367E-01, 3.077E+02, 9.323E+01, 2.010E+02, 4.698E+01, 3.965E+01, 1.769E+01, 7.688E-03, 1.029E+02, 1.887E+01, 3.018E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.289E+02
