Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 6.473E-01, 2.631E+02, 7.954E+01, 1.753E+02, 3.850E+01, 3.167E+01, 1.500E+01, 6.617E-03, 8.970E+01, 4.157E+01, 1.839E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 7.350E+02
