Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 6.691E-01, 2.681E+02, 8.046E+01, 1.754E+02, 3.951E+01, 3.364E+01, 1.588E+01, 6.800E-03, 8.991E+01, 4.387E+01, 2.102E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 7.474E+02
