s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS,ZONE_1
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7886213E-004,-7.9162690E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7886293E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.9075825E-001
 2.0612660E-001, 5.0334985E+001, 0.0000000E+000,-3.8690512E-005,-3.3901422E-002,-2.0157022E-005,-1.3782769E-003, 1.0168961E+001, 0.0000000E+000, 1.4682221E-001, 6.0468607E+001, 0.0000000E+000, 4.2579529E-003, 0.0000000E+000, 6.3608702E-001
 2.6110399E-001, 1.7228205E+002, 0.0000000E+000,-5.3284086E+000,-4.1443840E-002,-4.1472890E-001,-1.4228484E-002, 5.4152964E+001, 0.0000000E+000, 1.7588787E+002, 2.2063621E+002, 0.0000000E+000, 6.7473847E-003, 0.0000000E+000, 9.7003455E+001
 3.6595634E-001, 1.2842947E+002, 0.0000000E+000,-8.0417477E+001,-6.0165885E-002,-1.2360748E+000,-1.3191719E-002, 2.3942906E+001, 0.0000000E+000, 1.2820892E+002, 7.0645463E+001, 0.0000000E+000, 8.8863039E-003, 0.0000000E+000, 2.2279711E+002
 5.0551480E-001, 6.2117647E+001, 0.0000000E+000,-3.6361661E+001,-8.3615358E-002,-1.3377264E+000,-1.4426395E-002, 6.9018474E+000, 0.0000000E+000, 2.5465621E+001, 3.1222065E+001, 0.0000000E+000, 1.1935881E-002, 0.0000000E+000, 2.5387426E+002
 6.0343289E-001, 1.0063147E+002, 0.0000000E+000,-4.0946396E+001,-1.0558917E-001,-1.3951030E+000,-1.6458551E-002, 1.6029471E+001, 0.0000000E+000, 5.2645173E+001, 7.4197396E+001, 0.0000000E+000, 1.4354453E-002, 0.0000000E+000, 3.0001249E+002
 7.2691393E-001, 1.9926190E+002, 0.0000000E+000,-8.4654869E+001,-1.1866714E-001,-1.7618009E+000,-1.9967174E-002, 3.6436872E+001, 0.0000000E+000, 1.3863865E+002, 1.4914347E+002, 0.0000000E+000, 1.6375505E-002, 0.0000000E+000, 4.5590208E+002
 8.4386039E-001, 3.3075487E+002, 0.0000000E+000,-1.4951292E+002,-1.2695217E-001,-2.4334832E+000,-2.3129230E-002, 6.0499962E+001, 0.0000000E+000, 2.2490563E+002, 2.3915834E+002, 0.0000000E+000, 1.8357373E-002, 0.0000000E+000, 7.0315280E+002
 9.7169667E-001, 5.2662364E+002, 0.0000000E+000,-2.2058340E+002,-1.4404165E-001,-3.4039456E+000,-2.3601616E-002, 1.0396283E+002, 0.0000000E+000, 3.8967661E+002, 4.0643149E+002, 0.0000000E+000, 2.0115261E-002, 0.0000000E+000, 1.1728945E+003
 1.0812643E+000, 7.6266657E+002, 0.0000000E+000,-3.1471368E+002,-1.5566268E-001,-4.9523177E+000,-2.2119228E-002, 1.5447743E+002, 0.0000000E+000, 5.8179067E+002, 5.9730022E+002, 0.0000000E+000, 2.1549349E-002, 0.0000000E+000, 1.7768399E+003
 1.2079443E+000, 8.4493091E+002, 0.0000000E+000,-3.5187787E+002,-1.5999570E-001,-7.1577071E+000,-2.6177732E-002, 1.7508135E+002, 0.0000000E+000, 6.5848084E+002, 6.6079051E+002, 0.0000000E+000, 2.2743205E-002, 0.0000000E+000, 2.5782888E+003
 1.3271049E+000, 8.0720070E+002, 0.0000000E+000,-3.0770304E+002,-1.6777142E-001,-9.8227396E+000,-2.8031939E-002, 1.7903458E+002, 0.0000000E+000, 6.6816647E+002, 6.6851370E+002, 0.0000000E+000, 2.3768372E-002, 0.0000000E+000, 3.3503565E+003
 1.4418368E+000, 7.5155287E+002, 0.0000000E+000,-2.6152471E+002,-1.8450413E-001,-1.2381831E+001,-2.4321803E-002, 1.7765066E+002, 0.0000000E+000, 6.5090163E+002, 6.5508816E+002, 0.0000000E+000, 2.4567405E-002, 0.0000000E+000, 4.0862440E+003
 1.5664519E+000, 8.1506159E+002, 0.0000000E+000,-2.5032580E+002,-1.7897045E-001,-1.5609151E+001,-2.5283011E-002, 2.0789308E+002, 0.0000000E+000, 7.5171505E+002, 7.5681547E+002, 0.0000000E+000, 2.5228024E-002, 0.0000000E+000, 5.0204845E+003
 1.6832787E+000, 7.1580599E+002, 0.0000000E+000,-2.2254489E+002,-1.8486711E-001,-2.0507145E+001,-2.4922245E-002, 1.8440291E+002, 0.0000000E+000, 6.7145662E+002, 6.5694707E+002, 0.0000000E+000, 2.5766686E-002, 0.0000000E+000, 5.8102727E+003
