Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 4.950E-01, 9.549E+01, 4.329E+01, 7.074E+01, 1.723E+01, 8.510E+00, 2.405E+01, 6.034E-03, 3.477E+01, 8.675E+00, 1.619E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.033E+02
