Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 2.163E-01, 4.608E+01, 2.137E+01, 3.675E+01, 8.954E+00, 4.681E+00, 1.545E+01, 4.335E-03, 1.658E+01, 4.278E+00, 1.141E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.544E+02
